shipment_id,ship_date_key,delivery_date_key,product_id,facility_id,customer_id,quantity,carrier,status,shipping_cost,total_weight_kg,tracking_number,delay_reason
2225,478,484,4,16,15,704,FedEx International,Delivered,661.72,119.68,FED1132793492,
2226,690,703,7,15,11,411,Maersk Line,Delivered,980.02,194.64,MAE3979252415,
2227,611,637,29,12,3,56,CMA CGM,Delivered,24603.16,7546,CMA8900246140,
2228,161,183,6,15,1,733,C.H. Robinson,Delivered,2440.56,249.26,CH8345857634,
2229,172,182,3,14,10,324,Maersk Line,Delivered,213.23,58.32,MAE6502900531,
2230,456,469,8,14,14,652,Maersk Line,Delivered,855.67,168.32,MAE2659436203,
2231,388,399,12,11,6,627,FedEx International,Delivered,571.3,125.4,FED1176979025,
2232,474,485,18,14,15,154,Maersk Line,In Transit,338.81,92.4,MAE2154107587,
2233,533,546,22,10,17,24,Kuehne+Nagel,Delivered,3636.52,862.56,KUE7858395060,
2234,653,667,36,16,13,793,FedEx International,Delivered,189.46,47.58,FED5891811589,
2235,148,157,30,16,10,92,C.H. Robinson,Delivered,14257.69,10154.04,CH9979337329,
2236,469,481,15,16,15,518,FedEx International,Delivered,1955.34,315.98,FED3901329786,
2237,3,26,26,10,3,88,UPS Worldwide,Delivered,9104.93,2208.8,UPS7781438684,
2238,213,230,24,12,8,31,DB Schenker,Delivered,3985.54,609.46,DB 9266098894,
2239,16,42,9,11,3,368,CMA CGM,Delivered,534.33,69.92,CMA2337419401,
2240,435,449,8,15,13,461,CMA CGM,Delivered,542.53,137.76,CMA4118462843,
2241,489,504,18,10,7,170,CMA CGM,In Transit,529.7,102,CMA7320327509,
2242,216,222,17,13,13,207,Kuehne+Nagel,Delivered,732.58,105.57,KUE2890462683,
2243,244,260,26,10,7,76,UPS Worldwide,Delivered,6306.89,1907.6,UPS4992441882,
2244,285,298,5,13,12,510,C.H. Robinson,Delivered,1389.52,200.2,CH5346332565,
2245,447,457,5,10,13,417,FedEx International,Delivered,421.19,91.74,FED5250750767,
2246,212,226,15,16,8,302,FedEx International,Delivered,1455.09,184.22,FED9502929292,
2247,511,529,32,15,7,1416,C.H. Robinson,Delivered,801.92,127.12,CH4382479914,
2248,682,697,33,12,7,801,CMA CGM,Delivered,321.24,72.06,CMA1442333605,
2249,135,154,11,15,3,425,CMA CGM,Delivered,506.65,72.25,CMA3437816728,
2250,193,207,10,12,7,541,FedEx International,Delivered,670.38,141.15,FED5332618066,
2251,73,85,21,14,11,108,UPS Worldwide,Delivered,5724.41,4230.36,UPS2254791667,
2252,295,303,27,13,12,12,CMA CGM,Delivered,2396.63,711.24,CMA1763549541,
2253,173,190,27,13,2,75,Kuehne+Nagel,Delivered,11239.47,4445.25,KUE8046227186,
2254,101,112,29,13,14,63,CMA CGM,Delivered,8242.65,8489.25,CMA4962802016,
2255,197,208,22,13,13,17,CMA CGM,Delivered,2618.03,610.98,CMA2494300830,
2256,52,59,17,16,16,472,UPS Worldwide,Delivered,1089.99,240.72,UPS7384595237,
2257,124,147,25,15,5,82,Kuehne+Nagel,Delivered,15340.92,3585.04,KUE5044407941,
2258,558,569,5,10,17,600,FedEx International,Delivered,1103.85,220,FED6794697168,
2259,329,336,33,14,13,877,DHL Express,Delivered,460.6,76.62,DHL9487442854,
2260,675,690,8,15,3,558,Kuehne+Nagel,Delivered,755.55,89.28,KUE8827971662,
2261,6,20,7,14,8,416,C.H. Robinson,Delivered,1658.17,195.84,CH2971120069,
2262,552,579,31,10,3,38,DB Schenker,Delivered,11762.39,4966.98,DB 5317301492,
2263,405,412,21,16,16,52,DB Schenker,Delivered,5742.35,2036.84,DB 6996522144,
2264,713,730,5,12,12,617,DHL Express,Delayed,1374.78,223.74,DHL8532934628,Customs Clearance
2265,356,362,5,13,9,508,XPO Logistics,Delivered,699.85,111.76,XPO9643639672,
2266,339,360,26,16,7,96,CMA CGM,Delivered,3185.65,2409.6,CMA5677324242,
2267,89,112,26,13,4,106,C.H. Robinson,Delivered,6530.33,2660.6,CH4671407615,
2268,677,687,14,13,9,491,Kuehne+Nagel,Delayed,330.88,83.47,KUE1989906768,Security Check
2269,479,489,9,13,12,215,CMA CGM,Delayed,175.01,40.85,CMA5569812423,Documentation Issue
2270,541,554,26,15,12,54,UPS Worldwide,Delivered,4303.16,1355.4,UPS6928199355,
2271,589,613,18,11,3,506,DHL Express,Delivered,1658.09,303.6,DHL9196703652,
2272,473,478,23,13,13,30,FedEx International,Delivered,3318.24,756.3,FED2756198661,
2273,403,423,3,11,1,518,UPS Worldwide,Delivered,1373.43,165.24,UPS2176077587,
2274,617,623,32,12,15,1551,DHL Express,Delivered,942.26,136.57,DHL5709860248,
2275,523,531,33,15,14,509,DHL Express,Delivered,204.03,30.54,DHL5699264958,
2276,67,88,2,14,6,475,DB Schenker,Delivered,1042.35,131.25,DB 8389514193,
2277,612,633,3,13,6,486,CMA CGM,Delivered,658.01,87.48,CMA9793795931,
2278,263,280,34,13,7,708,DHL Express,Delivered,451.05,56.64,DHL8827862355,
2279,466,479,22,15,7,119,CMA CGM,Delivered,7898.67,4276.86,CMA1770576636,
2280,562,575,12,12,17,182,UPS Worldwide,In Transit,117.74,36.4,UPS5139737776,
2281,548,568,6,16,13,612,UPS Worldwide,Delayed,1252.76,222.64,UPS4522414283,Mechanical Failure
2282,51,65,5,11,17,557,CMA CGM,Delivered,707.9,122.54,CMA9689585101,
2283,223,250,32,16,1,1260,XPO Logistics,In Transit,618.56,116.2,XPO7423507662,
2284,639,655,35,12,3,999,Kuehne+Nagel,Delivered,521.3,69.95,KUE5556667396,
2285,281,295,32,13,14,858,C.H. Robinson,In Transit,516.07,88.06,CH4120947492,
2286,719,731,34,12,4,934,DB Schenker,Delivered,552.99,106.72,DB 8277332133,
2287,611,624,14,15,12,628,FedEx International,In Transit,508.43,106.76,FED3554469739,
2288,437,448,21,14,11,50,UPS Worldwide,Delivered,5611.28,1958.5,UPS6150990266,
2289,717,731,29,16,3,45,C.H. Robinson,In Transit,17961.13,6063.75,CH1197221718,
2290,542,555,31,11,13,22,FedEx International,Delivered,2330.37,2875.62,FED5036940560,
2291,690,704,5,16,9,711,XPO Logistics,Delivered,760.92,156.42,XPO4955808591,
2292,145,154,22,15,16,33,Kuehne+Nagel,Delivered,4872.43,1186.02,KUE4561384368,
2293,640,657,9,12,5,339,XPO Logistics,Delivered,558.6,64.41,XPO5240469016,
2294,160,174,22,15,8,57,UPS Worldwide,Delivered,5799.2,2048.58,UPS1422747751,
2295,267,274,20,14,16,544,XPO Logistics,Delivered,1113.29,244.8,XPO8976320994,
2296,15,43,23,15,5,76,CMA CGM,Delivered,2501.65,1915.96,CMA8821070283,
2297,154,159,18,13,9,418,UPS Worldwide,Delivered,939.49,250.8,UPS5176987445,
2298,253,266,7,15,12,682,Maersk Line,Delivered,1116.35,163.68,MAE6030292808,
2299,665,675,20,16,11,595,Maersk Line,Delivered,1498.66,267.75,MAE7888347000,
2300,468,475,22,13,13,73,Kuehne+Nagel,Delivered,5648,2623.62,KUE2209508346,
2301,79,91,7,16,10,477,UPS Worldwide,Delayed,499.55,114.48,UPS3049117867,Documentation Issue
2302,108,117,32,16,17,1481,C.H. Robinson,Delivered,598.01,131.67,CH5500063790,
2303,412,435,36,15,5,890,Kuehne+Nagel,Delayed,649.35,77.4,KUE6908256893,Documentation Issue
2304,376,403,22,12,5,30,XPO Logistics,Delivered,4935.15,1078.2,XPO4216195742,
2305,654,681,2,15,3,637,UPS Worldwide,Delivered,1025.96,155.55,UPS5877125790,
2306,519,530,15,14,10,226,DB Schenker,Delivered,486.15,137.86,DB 7214757165,
2307,106,129,6,15,4,450,FedEx International,Delivered,721.57,99,FED5762756398,
2308,486,493,13,13,9,695,Kuehne+Nagel,Delivered,481.36,164.25,KUE9221115271,
2309,133,151,16,14,8,323,C.H. Robinson,Delivered,874.3,190.57,CH2200208976,
2310,129,156,32,15,1,527,UPS Worldwide,Delayed,356,64.89,UPS7971754227,Carrier Capacity
2311,664,684,23,11,7,16,CMA CGM,Delivered,2229.57,403.36,CMA8281903667,
2312,166,171,20,13,14,263,C.H. Robinson,Delivered,640.15,118.35,CH7914047967,
2313,279,292,6,11,9,427,Kuehne+Nagel,Delivered,906.07,181.94,KUE4825037237,
2314,126,153,7,16,5,238,C.H. Robinson,Delivered,329.95,57.12,CH5230823963,
2315,463,471,9,11,9,547,Kuehne+Nagel,Delivered,928.84,179.93,KUE1525449393,
2316,103,108,32,10,17,729,FedEx International,Delivered,343.96,79.03,FED4460278961,
2317,231,256,17,13,5,158,DHL Express,Delivered,454.22,80.58,DHL3714874886,
2318,493,505,6,14,11,476,DHL Express,Delivered,694.92,192.72,DHL5581824337,
2319,721,731,15,11,2,154,DHL Express,In Transit,863.79,93.94,DHL8190331736,
2320,366,382,33,11,3,1588,DHL Express,Delivered,1063.81,119.28,DHL5778096303,
2321,606,624,20,10,9,434,Maersk Line,Delayed,1101.48,195.3,MAE1028076825,Customs Clearance
2322,101,107,8,14,14,98,DHL Express,Delivered,81.41,15.68,DHL7156968696,
2323,657,667,4,16,12,508,UPS Worldwide,Delivered,981.2,154.36,UPS9965568677,
2324,53,72,3,12,5,718,DB Schenker,Delivered,1424,201.24,DB 7939890535,
2325,165,171,32,12,9,1393,DB Schenker,Delivered,451.51,125.51,DB 5225054521,
2326,198,224,19,12,5,546,CMA CGM,Processing,2722.56,354.9,CMA2815123565,
2327,684,694,7,13,16,773,DB Schenker,Delivered,1835.04,281.52,DB 5319759917,
2328,517,544,31,14,4,62,Kuehne+Nagel,Delivered,16035.86,8104.02,KUE6972486370,
2329,35,54,33,11,4,793,CMA CGM,Delivered,610.68,71.58,CMA5454704020,
2330,277,290,22,14,14,39,FedEx International,Delivered,4876.34,1401.66,FED1765080312,
2331,356,367,8,14,14,120,DB Schenker,Delivered,118.47,19.2,DB 3896904477,
2332,342,366,23,14,4,48,C.H. Robinson,Delivered,5933.62,1210.08,CH2586604211,
2333,343,354,31,12,7,70,DHL Express,Delivered,23807.61,9149.7,DHL5556084041,
2334,103,120,7,16,2,632,UPS Worldwide,In Transit,2361.43,247.68,UPS9727701559,
2335,300,312,2,15,7,588,C.H. Robinson,Delivered,484.98,88.2,CH4108696119,
2336,521,534,12,14,15,450,Maersk Line,Delivered,437.11,90,MAE6712199488,
2337,430,437,24,12,17,64,UPS Worldwide,Delivered,4343.35,1258.24,UPS7898828161,
2338,531,554,3,10,1,597,XPO Logistics,In Transit,990.55,107.46,XPO8940338415,
2339,565,576,20,10,14,405,FedEx International,Delivered,1359.58,182.25,FED3843233010,
2340,637,650,13,10,15,582,Maersk Line,Delivered,417.58,87.3,MAE7973131621,
2341,505,530,29,15,2,43,UPS Worldwide,Delivered,15211.17,5794.25,UPS2469814733,
2342,599,622,4,11,1,534,DB Schenker,Delivered,992.4,158.78,DB 7414061407,
2343,657,665,8,12,11,296,XPO Logistics,Delivered,193.51,47.36,XPO6319238816,
2344,345,373,12,10,5,297,Maersk Line,Delivered,418.07,59.4,MAE6498815822,
2345,224,236,13,14,8,450,XPO Logistics,Delivered,412.98,67.5,XPO6207207820,
2346,238,262,17,10,4,502,Maersk Line,Delayed,1939.33,256.02,MAE6702381921,Security Check
2347,278,299,13,11,4,306,Kuehne+Nagel,Delivered,348.96,45.9,KUE1290254879,
2348,343,351,13,15,14,123,C.H. Robinson,Delivered,122.49,18.45,CH9750965064,
2349,6,26,30,12,2,43,Maersk Line,Delayed,17776.87,4745.91,MAE3040974718,Address Exception
2350,273,299,26,11,3,52,Maersk Line,Delivered,3766.52,1305.2,MAE4000203958,
2351,47,65,8,15,4,520,DHL Express,Delivered,847.46,147.2,DHL9939613204,
2352,253,259,22,15,16,96,Kuehne+Nagel,Delivered,5589.25,3450.24,KUE3530119248,
2353,123,145,33,11,3,1176,Kuehne+Nagel,Delivered,701.26,94.56,KUE4474507485,
2354,354,364,6,14,15,552,Maersk Line,Delivered,1299.19,209.44,MAE7250684951,
2355,727,731,9,16,13,606,DB Schenker,Delivered,790.65,191.14,DB 9769849593,
2356,346,361,14,11,6,732,DB Schenker,Delivered,794.45,124.44,DB 7632437344,
2357,402,409,29,10,10,28,UPS Worldwide,Delivered,4827.83,3773,UPS3629934939,
2358,176,181,15,15,16,84,UPS Worldwide,Delivered,175.76,51.24,UPS7477030144,
2359,588,599,35,13,17,415,UPS Worldwide,Delivered,207.97,40.75,UPS5788728439,
2360,589,603,6,13,13,111,FedEx International,Delivered,120.57,24.42,FED9892558023,
2361,105,112,35,16,9,1128,UPS Worldwide,Delivered,310.33,76.4,UPS4622857416,
2362,497,518,22,14,5,18,FedEx International,In Transit,3410.57,646.92,FED4945416421,
2363,289,313,26,11,2,87,C.H. Robinson,Delivered,6350.14,2183.7,CH7341592063,
2364,431,445,20,15,2,103,C.H. Robinson,Delivered,253.74,46.35,CH4261054330,
2365,351,364,35,16,12,1392,C.H. Robinson,Delivered,316.69,89.6,CH7941002045,
2366,106,116,10,10,11,640,XPO Logistics,Delivered,491.55,156,XPO5521102102,
2367,632,638,35,13,11,199,CMA CGM,Delivered,46.46,9.95,CMA1744283605,
2368,467,473,31,13,15,82,C.H. Robinson,Delivered,20383.07,10718.22,CH4893542198,
2369,34,58,2,13,4,613,C.H. Robinson,Delivered,1179.76,151.95,CH6391110576,
2370,90,110,31,16,2,33,DHL Express,Delivered,12033.35,4313.43,DHL4494880227,
2371,611,619,5,10,11,597,Maersk Line,Delayed,789.57,131.34,MAE2225599382,Port Congestion
2372,134,155,32,12,7,420,UPS Worldwide,Delivered,228.68,57.4,UPS2162061416,
2373,120,129,2,12,17,100,C.H. Robinson,Delivered,66.75,15,CH3626245583,
2374,472,479,28,11,15,95,XPO Logistics,Delivered,12644.97,5668.65,XPO5214840866,
2375,325,337,2,15,10,360,CMA CGM,Delayed,225.49,54,CMA5653917134,Address Exception
2376,193,210,1,16,2,631,DHL Express,Delivered,1342.56,132.51,DHL9477996014,
2377,452,462,21,14,11,21,XPO Logistics,Delivered,3754.43,822.57,XPO2084100354,
2378,194,199,21,12,9,13,Kuehne+Nagel,Delivered,1640.25,509.21,KUE9341579935,
2379,304,311,35,16,13,1027,C.H. Robinson,Delivered,238.14,71.35,CH6199159010,
2380,477,486,29,11,15,76,Maersk Line,In Transit,11212.61,10241,MAE2909613575,
2381,533,545,16,12,12,538,Maersk Line,Delivered,979.13,317.42,MAE5968787179,
2382,717,725,10,15,13,782,C.H. Robinson,In Transit,564.92,117.3,CH2276407530,
2383,460,485,10,15,1,403,DHL Express,Delivered,1177.05,120.45,DHL6468526890,
2384,402,409,25,11,15,23,Maersk Line,Delivered,3910.37,1005.56,MAE4136105366,
2385,407,419,23,11,15,40,Maersk Line,Delivered,3540.04,1008.4,MAE9349634805,
2386,371,397,12,11,8,795,DB Schenker,Delayed,607.16,159,DB 8336328867,Carrier Capacity
2387,36,49,8,14,8,480,CMA CGM,Delivered,498.02,76.8,CMA2396642539,
2388,161,181,32,13,7,1045,DB Schenker,Delivered,668.91,101.15,DB 6213080143,
2389,55,63,18,15,17,397,DB Schenker,Delivered,898.4,238.2,DB 7050414449,
2390,76,85,5,11,12,723,XPO Logistics,Delivered,1235.26,247.06,XPO2375180654,
2391,170,186,30,16,12,90,XPO Logistics,Delayed,5677.89,9933.3,XPO5419525679,Customs Clearance
2392,176,188,35,12,8,1228,DHL Express,Delivered,336.18,81.4,DHL9891052059,
2393,42,55,33,13,16,953,XPO Logistics,Delivered,520.78,81.18,XPO2749757259,
2394,282,305,31,15,8,61,UPS Worldwide,Delayed,5008.59,7973.31,UPS5456623959,Customs Clearance
2395,221,228,15,14,13,156,Kuehne+Nagel,Delivered,348.64,95.16,KUE4444503745,
2396,485,496,36,15,6,1175,C.H. Robinson,Delivered,746.14,94.5,CH3985511348,
2397,674,692,6,15,8,426,DB Schenker,Delayed,404.99,93.72,DB 3344207926,Carrier Capacity
2398,49,63,33,11,8,1023,Maersk Line,Delivered,443.73,85.38,MAE9030368755,
2399,146,172,17,10,2,157,C.H. Robinson,Delivered,473.68,80.07,CH3062593722,
2400,563,573,13,16,8,515,Kuehne+Nagel,Delivered,404.62,77.25,KUE3222957197,
2401,699,708,23,16,14,12,DB Schenker,Delivered,1476.53,302.52,DB 6562400401,
2402,454,479,7,10,2,373,C.H. Robinson,Delivered,695.85,89.52,CH9264947513,
2403,554,565,31,15,16,74,FedEx International,Delivered,9398.38,9672.54,FED7736286459,
2404,389,397,22,11,13,93,C.H. Robinson,Delivered,2326.37,3342.42,CH7623824211,
2405,133,146,30,16,12,63,Maersk Line,Delivered,17225.98,6953.31,MAE3655688472,
2406,204,214,5,16,8,591,XPO Logistics,Delivered,681.93,130.02,XPO9098850115,
2407,291,310,26,15,5,30,UPS Worldwide,Delivered,3705.48,753,UPS4525857522,
2408,634,650,26,16,7,106,UPS Worldwide,Delivered,5828.77,2660.6,UPS7737936162,
2409,202,223,13,10,6,669,FedEx International,Delivered,611.24,100.35,FED7152735431,
2410,707,727,17,14,10,513,FedEx International,Delayed,1574.83,261.63,FED7486886825,Address Exception
2411,654,672,28,12,8,98,DHL Express,In Transit,10821.89,5847.66,DHL3363418749,
2412,335,343,21,10,13,105,CMA CGM,Delivered,6450.6,4112.85,CMA5997586713,
2413,289,298,4,14,12,776,DB Schenker,Delivered,803.26,131.92,DB 2954086138,
2414,655,682,11,14,4,455,DHL Express,Delayed,933.88,145.35,DHL7273707262,Customs Clearance
2415,566,577,5,14,16,478,C.H. Robinson,Delayed,899.86,193.16,CH8687235723,Documentation Issue
2416,606,611,24,16,14,15,DB Schenker,In Transit,1437.46,294.9,DB 2444652352,
2417,323,347,29,11,1,28,CMA CGM,In Transit,6075.18,3773,CMA5412200211,
2418,220,233,25,11,14,35,Kuehne+Nagel,Delivered,3718.42,1530.2,KUE5481863525,
2419,661,681,14,13,5,787,Kuehne+Nagel,In Transit,924.29,133.79,KUE4814897974,
2420,112,136,7,13,2,649,XPO Logistics,Delivered,1223.03,251.76,XPO7344637237,
2421,280,290,16,15,14,83,Kuehne+Nagel,Delivered,177.5,48.97,KUE8281905165,
2422,22,49,31,16,3,27,C.H. Robinson,In Transit,5064,3529.17,CH7640016848,
2423,110,124,16,11,6,576,C.H. Robinson,Delivered,2850.42,339.84,CH1114084873,
2424,380,394,26,13,10,18,XPO Logistics,Delivered,1411.83,451.8,XPO2405740862,
2425,286,307,18,14,7,116,C.H. Robinson,Delivered,445.08,69.6,CH9095892703,
2426,560,570,30,14,16,11,CMA CGM,Delivered,4220.79,1214.07,CMA1881197446,
2427,78,92,23,15,14,63,XPO Logistics,Delivered,4907.57,1588.23,XPO9809778936,
2428,495,508,16,15,8,509,DHL Express,Delivered,1433.47,300.31,DHL7090699318,
2429,340,373,35,12,1,1058,DHL Express,Delayed,549.74,72.9,DHL6778788807,Documentation Issue
2430,579,596,10,13,2,715,DB Schenker,Delivered,1448.39,167.25,DB 2495067028,
2431,299,305,15,12,9,347,Kuehne+Nagel,Delivered,1318.18,211.67,KUE8757879953,
2432,92,110,27,11,8,12,UPS Worldwide,Delivered,4040.82,711.24,UPS4668056611,
2433,217,251,12,10,5,691,UPS Worldwide,Delayed,1342.18,218.2,UPS5021190299,Security Check
2434,321,328,21,12,17,38,FedEx International,Delivered,5335.21,1488.46,FED5199215750,
2435,99,108,32,14,13,847,DB Schenker,Delivered,338.36,87.29,DB 6829903097,
2436,639,644,5,11,10,561,Kuehne+Nagel,Delivered,1066.39,211.42,KUE9190501079,
2437,243,263,8,12,7,625,C.H. Robinson,Delivered,641.81,164,CH9651895220,
2438,311,323,19,13,7,376,XPO Logistics,Delivered,1102.8,244.4,XPO4888089638,
2439,126,136,32,16,6,262,C.H. Robinson,Delivered,96.7,18.34,CH5132538281,
2440,637,652,31,12,7,33,Maersk Line,In Transit,7461.73,4313.43,MAE4603628479,
2441,603,635,20,13,1,174,UPS Worldwide,Delayed,585.25,78.3,UPS7830200589,Documentation Issue
2442,718,731,15,11,17,318,C.H. Robinson,Delayed,735.68,193.98,CH4055319084,Security Check
2443,470,478,1,14,16,574,Maersk Line,In Transit,543.16,120.54,MAE2534487857,
2444,459,476,36,11,17,828,Kuehne+Nagel,Delayed,441.78,73.68,KUE6581143915,Weather Disruption
2445,724,731,26,15,12,28,UPS Worldwide,Delivered,2571.67,702.8,UPS8646299595,
2446,575,603,36,13,2,286,DHL Express,Delivered,168.94,17.16,DHL5678557206,
2447,445,457,34,14,13,1507,Maersk Line,Delivered,837.73,152.56,MAE5026782161,
2448,337,354,24,12,2,112,XPO Logistics,In Transit,9588.29,2201.92,XPO2183223932,
2449,213,231,26,16,5,80,DB Schenker,Delivered,3896.12,2008,DB 3068101316,
2450,592,599,11,15,13,749,XPO Logistics,Delivered,965.94,195.33,XPO7613042833,
2451,574,594,35,12,8,1424,Maersk Line,In Transit,780.65,91.2,MAE4355829651,
2452,609,623,24,13,13,116,DB Schenker,Delivered,2387.94,2280.56,DB 1913655967,
2453,542,564,1,10,2,155,Maersk Line,In Transit,295.22,32.55,MAE9122252598,
2454,280,286,8,11,14,178,DHL Express,In Transit,83.67,28.48,DHL3260936704,
2455,457,468,10,14,10,656,C.H. Robinson,Delivered,590.35,98.4,CH6056387996,
2456,636,664,25,12,2,73,Kuehne+Nagel,Delivered,5857.81,3191.56,KUE9965809108,
2457,410,419,15,12,11,422,DB Schenker,Processing,1334.36,257.42,DB 4855407103,
2458,648,669,32,14,2,499,CMA CGM,Delivered,313.47,62.93,CMA1037677583,
2459,83,96,32,15,14,444,FedEx International,Delivered,144.67,31.08,FED6480733245,
2460,689,701,3,15,8,589,FedEx International,Delivered,479.22,106.02,FED2391224489,
2461,186,209,10,10,3,459,C.H. Robinson,Delayed,565.11,68.85,CH9619679888,Weather Disruption
2462,100,106,6,11,17,630,DHL Express,Processing,850.01,138.6,DHL4678650316,
2463,267,278,17,13,16,548,DB Schenker,Delivered,1551.42,279.48,DB 9774893061,
2464,161,168,26,16,17,20,DB Schenker,Delivered,1481.39,502,DB 9932479987,
2465,427,454,33,14,2,1181,CMA CGM,Delivered,734.81,94.86,CMA5137673107,
2466,496,511,1,15,1,318,DB Schenker,In Transit,706.01,66.78,DB 2923188351,
2467,462,475,20,15,9,279,CMA CGM,Delivered,734.32,125.55,CMA9280417242,
2468,692,706,14,14,4,660,DB Schenker,Delivered,787.21,112.2,DB 1687318026,
2469,137,147,18,12,14,361,UPS Worldwide,Delivered,1101.9,216.6,UPS8323244637,
2470,170,184,12,16,10,359,DHL Express,In Transit,206.48,71.8,DHL8029335632,
2471,545,572,19,11,6,142,Maersk Line,Delayed,492.48,92.3,MAE6477361460,Customs Clearance
2472,112,124,18,16,13,276,Maersk Line,Delivered,921.82,165.6,MAE8683380079,
2473,329,343,15,10,11,58,Kuehne+Nagel,In Transit,176.95,35.38,KUE8374293795,
2474,155,170,23,13,6,44,UPS Worldwide,Processing,3930.48,1109.24,UPS7088799983,
2475,21,35,3,16,13,551,CMA CGM,Delivered,606.63,171.18,CMA7051070597,
2476,283,303,9,15,8,607,DHL Express,Delivered,923.36,191.33,DHL9175964527,
2477,68,78,3,16,12,306,C.H. Robinson,Delivered,295.91,55.08,CH8891712724,
2478,86,97,10,11,12,705,C.H. Robinson,Delivered,638.94,165.75,CH1366159534,
2479,629,641,28,11,6,34,Kuehne+Nagel,Processing,5237.98,2028.78,KUE2865361269,
2480,38,62,29,10,4,85,Maersk Line,Processing,22389.63,11453.75,MAE8587191686,
2481,571,579,36,14,15,829,DHL Express,Delivered,441.93,73.74,DHL1991606047,
2482,435,449,20,14,11,596,Kuehne+Nagel,Delivered,1040.73,268.2,KUE3119749374,
2483,330,356,36,16,1,590,DHL Express,Delivered,178.73,35.4,DHL9042953600,
2484,42,51,8,10,12,732,C.H. Robinson,Delivered,827.17,181.12,CH3699101226,
2485,249,259,31,15,8,6,Maersk Line,Delivered,2379.46,784.26,MAE7771861943,
2486,547,559,6,16,10,559,FedEx International,Delivered,1536.5,210.98,FED2129759014,
2487,152,166,26,16,7,23,CMA CGM,Delivered,2220.92,577.3,CMA3722018985,
2488,264,277,18,16,6,393,FedEx International,Delivered,1307.33,235.8,FED6053165720,
2489,31,52,31,12,6,97,Kuehne+Nagel,Delivered,26043.27,12678.87,KUE8263918121,
2490,222,239,8,10,8,84,Kuehne+Nagel,Delivered,70.35,13.44,KUE9942910434,
2491,271,276,12,11,17,413,UPS Worldwide,Delivered,638.55,162.6,UPS4040281885,
2492,653,663,1,13,6,554,DHL Express,Delivered,988.81,116.34,DHL3329679096,
2493,481,489,32,11,10,1268,DB Schenker,Delivered,640.39,116.76,DB 8180758073,
2494,150,158,28,13,10,84,XPO Logistics,Delivered,7555.63,5012.28,XPO4155266733,
2495,637,648,8,13,15,585,C.H. Robinson,Delivered,271.02,93.6,CH3562964167,
2496,470,479,32,11,10,402,C.H. Robinson,Delivered,392.18,56.14,CH2502158811,
2497,629,655,25,13,2,77,Kuehne+Nagel,Delivered,5515.54,3366.44,KUE2090797167,
2498,653,667,5,14,12,260,CMA CGM,Processing,273.22,57.2,CMA7899470595,
2499,325,339,25,10,17,87,FedEx International,Delayed,5684.88,3803.64,FED9049164049,Port Congestion
2500,378,402,21,15,1,92,Maersk Line,Processing,19038.14,3603.64,MAE3628697818,
2501,543,556,35,14,6,1016,DB Schenker,Delivered,448.96,70.8,DB 8524484074,
2502,497,511,34,14,17,892,DHL Express,Delivered,761.3,103.36,DHL1740326729,
2503,98,115,17,11,4,151,UPS Worldwide,Delivered,876.24,77.01,UPS6416079252,
2504,648,654,19,10,15,182,FedEx International,Delivered,749.26,118.3,FED8656930563,
2505,464,481,23,13,4,25,Maersk Line,In Transit,4041.78,630.25,MAE9892649038,
2506,222,239,26,11,7,84,DB Schenker,In Transit,4857.47,2108.4,DB 8227652491,
2507,396,405,7,11,15,538,DB Schenker,Delivered,1157.51,225.12,DB 1464107475,
2508,62,84,27,14,2,7,CMA CGM,Delivered,2950.41,414.89,CMA6329741310,
2509,417,422,10,10,14,470,Kuehne+Nagel,Delivered,876.87,130.5,KUE1346602375,
2510,718,731,29,12,12,19,XPO Logistics,In Transit,4543.55,2560.25,XPO6348085597,
2511,458,483,30,11,3,12,FedEx International,Delivered,3526.63,1324.44,FED1992864039,
2512,544,555,22,14,16,38,C.H. Robinson,Delivered,4384.26,1365.72,CH6702045598,
2513,362,373,8,14,12,211,Maersk Line,Delayed,180.8,33.76,MAE2430558260,Carrier Capacity
2514,617,642,35,10,4,729,DHL Express,In Transit,389.75,56.45,DHL8510623057,
2515,614,627,3,12,11,585,XPO Logistics,Processing,657.04,177.3,XPO3707359764,
2516,363,385,5,11,1,175,CMA CGM,Delayed,312.31,38.5,CMA2328097237,Address Exception
2517,402,423,22,13,17,102,DB Schenker,Delayed,8803.39,3665.88,DB 4331027884,Security Check
2518,31,40,10,13,17,278,FedEx International,Delivered,179.01,41.7,FED2426520468,
2519,169,177,2,12,9,156,CMA CGM,Delivered,134.42,23.4,CMA8401143803,
2520,436,443,35,11,11,776,FedEx International,Delivered,139.49,38.8,FED7346136973,
2521,576,586,5,14,10,496,Maersk Line,In Transit,664.88,109.12,MAE9018381941,
2522,453,465,27,16,12,5,DB Schenker,Delivered,784.09,296.35,DB 2445871974,
2523,84,91,16,16,17,477,C.H. Robinson,Delivered,992.26,281.43,CH8226467869,
2524,661,685,36,12,5,1047,Maersk Line,Delivered,534.52,86.82,MAE5683188951,
2525,723,731,5,16,15,421,C.H. Robinson,In Transit,683.17,180.62,CH2860376486,
2526,203,208,34,10,10,523,DHL Express,In Transit,151.19,41.84,DHL5086295495,
2527,704,725,19,15,1,257,Kuehne+Nagel,Delivered,1350.42,167.05,KUE7781320885,
