inventory_id,date_key,product_id,facility_id,stock_level,safety_stock_level,reorder_point
995,639,12,5,36,14,18
996,639,12,6,19,14,18
997,639,13,4,15,11,17
998,639,13,5,22,11,17
999,639,13,6,22,11,17
1000,639,14,4,45,19,32
1001,639,14,5,23,19,32
1002,639,14,6,46,19,32
1003,639,15,4,523,206,266
1004,639,15,5,444,206,266
1005,639,15,6,338,206,266
1006,639,16,4,380,318,422
1007,639,16,5,451,318,422
1008,639,16,6,541,318,422
1009,670,1,4,436,163,326
1010,670,1,5,391,163,326
1011,670,1,6,307,163,326
1012,670,2,4,325,204,314
1013,670,2,5,243,204,314
1014,670,2,6,264,204,314
1015,670,3,4,143,131,198
1016,670,3,5,330,131,198
1017,670,3,6,321,131,198
1018,670,4,4,299,178,257
1019,670,4,5,324,178,257
1020,670,4,6,424,178,257
1021,670,5,4,166,116,133
1022,670,5,5,108,116,133
1023,670,5,6,189,116,133
1024,670,6,4,136,75,139
1025,670,6,5,170,75,139
1026,670,6,6,145,75,139
1027,670,7,4,70,59,82
1028,670,7,5,97,59,82
1029,670,7,6,145,59,82
1030,670,8,4,226,102,233
1031,670,8,5,283,102,233
1032,670,8,6,320,102,233
1033,670,9,4,65,32,55
1034,670,9,5,41,32,55
1035,670,9,6,84,32,55
1036,670,10,4,104,44,67
1037,670,10,5,81,44,67
1038,670,10,6,95,44,67
1039,670,11,4,60,36,48
1040,670,11,5,70,36,48
1041,670,11,6,68,36,48
1042,670,12,4,75,32,51
1043,670,12,5,78,32,51
1044,670,12,6,39,32,51
1045,670,13,4,72,30,48
1046,670,13,5,52,30,48
1047,670,13,6,74,30,48
1048,670,14,4,21,12,25
1049,670,14,5,30,12,25
1050,670,14,6,26,12,25
1051,670,15,4,498,198,403
1052,670,15,5,365,198,403
1053,670,15,6,271,198,403
1054,670,16,4,421,207,342
1055,670,16,5,221,207,342
1056,670,16,6,369,207,342
1057,700,1,4,206,97,174
1058,700,1,5,231,97,174
1059,700,1,6,242,97,174
1060,700,2,4,98,81,115
1061,700,2,5,182,81,115
1062,700,2,6,124,81,115
1063,700,3,4,173,140,224
1064,700,3,5,211,140,224
1065,700,3,6,250,140,224
1066,700,4,4,457,224,387
1067,700,4,5,248,224,387
1068,700,4,6,482,224,387
1069,700,5,4,222,209,333
1070,700,5,5,429,209,333
1071,700,5,6,309,209,333
1072,700,6,4,499,190,390
1073,700,6,5,332,190,390
1074,700,6,6,385,190,390
1075,700,7,4,106,42,59
1076,700,7,5,48,42,59
1077,700,7,6,86,42,59
1078,700,8,4,90,64,101
1079,700,8,5,106,64,101
1080,700,8,6,153,64,101
1081,700,9,4,165,69,102
1082,700,9,5,151,69,102
1083,700,9,6,90,69,102
1084,700,10,4,99,45,81
1085,700,10,5,95,45,81
1086,700,10,6,59,45,81
1087,700,11,4,32,32,52
1088,700,11,5,52,32,52
1089,700,11,6,47,32,52
1090,700,12,4,116,45,77
1091,700,12,5,67,45,77
1092,700,12,6,124,45,77
1093,700,13,4,21,7,19
1094,700,13,5,10,7,19
1095,700,13,6,16,7,19
1096,700,14,4,53,36,54
1097,700,14,5,77,36,54
1098,700,14,6,42,36,54
1099,700,15,4,103,71,92
1100,700,15,5,152,71,92
1101,700,15,6,126,71,92
1102,700,16,4,271,180,285
1103,700,16,5,411,180,285
1104,700,16,6,260,180,285
1105,731,1,4,158,97,160
1106,731,1,5,254,97,160
1107,731,1,6,133,97,160
1108,731,2,4,144,66,131
1109,731,2,5,186,66,131
1110,731,2,6,103,66,131
1111,731,3,4,281,95,165
1112,731,3,5,238,95,165
1113,731,3,6,173,95,165
1114,731,4,4,476,236,396
1115,731,4,5,539,236,396
1116,731,4,6,534,236,396
1117,731,5,4,101,69,132
1118,731,5,5,86,69,132
1119,731,5,6,95,69,132
1120,731,6,4,251,145,267
1121,731,6,5,272,145,267
1122,731,6,6,136,145,267
1123,731,7,4,109,124,173
1124,731,7,5,233,124,173
1125,731,7,6,187,124,173
1126,731,8,4,106,73,139
1127,731,8,5,200,73,139
1128,731,8,6,215,73,139
1129,731,9,4,118,97,119
1130,731,9,5,192,97,119
1131,731,9,6,153,97,119
1132,731,10,4,106,40,68
1133,731,10,5,110,40,68
1134,731,10,6,71,40,68
1135,731,11,4,98,40,86
1136,731,11,5,77,40,86
1137,731,11,6,110,40,86
1138,731,12,4,91,47,64
1139,731,12,5,95,47,64
1140,731,12,6,66,47,64
1141,731,13,4,45,32,39
1142,731,13,5,55,32,39
1143,731,13,6,42,32,39
1144,731,14,4,58,28,49
1145,731,14,5,57,28,49
1146,731,14,6,47,28,49
1147,731,15,4,315,206,249
1148,731,15,5,440,206,249
1149,731,15,6,395,206,249
1150,731,16,4,328,163,347
1151,731,16,5,503,163,347
1152,731,16,6,515,163,347
