sales_id,date_key,product_id,customer_id,quantity_sold,unit_price,discount_pct,discount_amount,gross_revenue,net_revenue,total_cost,profit,profit_margin_pct,order_number
2199,542,7,1,19,1319.99,0,0.0,25079.81,25079.81,17555.81,7524.0,30.0,ORD-202406-759675
2200,685,4,2,5,699.99,25,874.99,3499.95,2624.96,2449.95,175.01,6.67,ORD-202411-247390
2201,6,12,4,10,649.99,15,974.99,6499.9,5524.91,4224.9,1300.01,23.53,ORD-202301-175460
2202,349,6,5,64,999.99,0,0.0,63999.36,63999.36,44799.36,19200.0,30.0,ORD-202312-972837
2203,213,16,5,46,229.99,0,0.0,10579.54,10579.54,7405.54,3174.0,30.0,ORD-202308-748522
2204,573,5,1,29,1919.99,5,2783.99,55679.71,52895.72,38975.71,13920.01,26.32,ORD-202407-755853
2205,386,3,5,6,849.99,0,0.0,5099.94,5099.94,3569.94,1530.0,30.0,ORD-202401-920392
2206,530,10,1,2,3299.99,5,330.0,6599.98,6269.98,4289.98,1980.0,31.58,ORD-202406-341773
2207,53,11,1,4,2299.99,0,0.0,9199.96,9199.96,5979.96,3220.0,35.0,ORD-202302-968376
2208,258,13,3,2,3299.99,0,0.0,6599.98,6599.98,4289.98,2310.0,35.0,ORD-202309-402062
2209,77,8,5,30,899.99,10,2699.97,26999.7,24299.73,18899.7,5400.03,22.22,ORD-202303-624337
2210,320,13,5,2,3299.99,15,990.0,6599.98,5609.98,4289.98,1320.0,23.53,ORD-202311-831400
2211,114,16,3,4,229.99,0,0.0,919.96,919.96,643.96,276.0,30.0,ORD-202304-454466
2212,432,9,2,11,219.99,0,0.0,2419.89,2419.89,1693.89,726.0,30.0,ORD-202403-246054
2213,210,11,1,4,2299.99,5,460.0,9199.96,8739.96,5979.96,2760.0,31.58,ORD-202307-176453
2214,578,2,3,5,1199.99,5,300.0,5999.95,5699.95,4199.95,1500.0,26.32,ORD-202407-727203
2215,628,3,5,31,849.99,0,0.0,26349.69,26349.69,18444.69,7905.0,30.0,ORD-202409-383648
2216,43,4,1,32,699.99,10,2239.97,22399.68,20159.71,15679.68,4480.03,22.22,ORD-202302-336186
2217,666,12,4,16,649.99,0,0.0,10399.84,10399.84,6759.84,3640.0,35.0,ORD-202410-919506
2218,234,1,1,2,1299.99,0,0.0,2599.98,2599.98,1799.98,800.0,30.77,ORD-202308-660134
2219,623,13,1,9,3299.99,5,1485.0,29699.91,28214.91,19304.91,8910.0,31.58,ORD-202409-154673
2220,397,13,2,7,3299.99,5,1155.0,23099.93,21944.93,15014.93,6930.0,31.58,ORD-202402-676239
2221,142,4,4,8,699.99,10,559.99,5599.92,5039.93,3919.92,1120.01,22.22,ORD-202305-485570
2222,361,7,3,28,1319.99,0,0.0,36959.72,36959.72,25871.72,11088.0,30.0,ORD-202312-349739
2223,238,3,5,1,849.99,0,0.0,849.99,849.99,594.99,255.0,30.0,ORD-202308-533130
2224,550,2,1,47,1199.99,0,0.0,56399.53,56399.53,39479.53,16920.0,30.0,ORD-202407-952095
2225,59,3,1,9,849.99,5,382.5,7649.91,7267.41,5354.91,1912.5,26.32,ORD-202302-289365
2226,290,2,3,45,1199.99,10,5399.95,53999.55,48599.6,37799.55,10800.05,22.22,ORD-202310-787036
2227,251,10,2,10,3299.99,5,1649.99,32999.9,31349.91,21449.9,9900.01,31.58,ORD-202309-601954
2228,674,4,1,10,699.99,5,350.0,6999.9,6649.9,4899.9,1750.0,26.32,ORD-202411-670054
2229,211,16,3,29,229.99,5,333.49,6669.71,6336.22,4668.71,1667.51,26.32,ORD-202307-847775
2230,310,12,5,10,649.99,25,1624.97,6499.9,4874.93,4224.9,650.03,13.33,ORD-202311-785395
2231,251,9,3,23,219.99,10,505.98,5059.77,4553.79,3541.77,1012.02,22.22,ORD-202309-627900
2232,107,2,3,27,1199.99,10,3239.97,32399.73,29159.76,22679.73,6480.03,22.22,ORD-202304-609825
2233,287,3,2,18,849.99,10,1529.98,15299.82,13769.84,10709.82,3060.02,22.22,ORD-202310-341734
2234,313,7,1,24,1319.99,20,6335.95,31679.76,25343.81,22175.76,3168.05,12.5,ORD-202311-956036
2235,146,2,2,45,1199.99,5,2699.98,53999.55,51299.57,37799.55,13500.02,26.32,ORD-202305-781478
2236,465,4,1,32,699.99,0,0.0,22399.68,22399.68,15679.68,6720.0,30.0,ORD-202404-383428
2237,285,13,3,3,3299.99,0,0.0,9899.97,9899.97,6434.97,3465.0,35.0,ORD-202310-392649
2238,625,13,4,1,3299.99,5,165.0,3299.99,3134.99,2144.99,990.0,31.58,ORD-202409-503348
2239,455,2,2,14,1199.99,5,839.99,16799.86,15959.87,11759.86,4200.01,26.32,ORD-202403-293385
2240,676,14,5,2,1299.99,20,520.0,2599.98,2079.98,1689.98,390.0,18.75,ORD-202411-419970
2241,33,12,1,15,649.99,10,974.99,9749.85,8774.86,6337.35,2437.51,27.78,ORD-202302-891127
2242,345,9,5,14,219.99,25,769.97,3079.86,2309.89,2155.86,154.03,6.67,ORD-202312-128673
2243,350,14,4,2,1299.99,25,650.0,2599.98,1949.98,1689.98,260.0,13.33,ORD-202312-214515
2244,567,13,3,9,3299.99,5,1485.0,29699.91,28214.91,19304.91,8910.0,31.58,ORD-202407-544423
2245,587,9,2,13,219.99,5,142.99,2859.87,2716.88,2001.87,715.01,26.32,ORD-202408-881853
2246,244,5,1,18,1919.99,0,0.0,34559.82,34559.82,24191.82,10368.0,30.0,ORD-202309-189691
2247,256,10,3,10,3299.99,5,1649.99,32999.9,31349.91,21449.9,9900.01,31.58,ORD-202309-140481
2248,631,9,3,9,219.99,0,0.0,1979.91,1979.91,1385.91,594.0,30.0,ORD-202409-920433
2249,669,1,1,40,1299.99,10,5199.96,51999.6,46799.64,35999.6,10800.04,23.08,ORD-202410-792874
2250,329,9,2,29,219.99,10,637.97,6379.71,5741.74,4465.71,1276.03,22.22,ORD-202311-118105
2251,451,1,4,3,1299.99,0,0.0,3899.97,3899.97,2699.97,1200.0,30.77,ORD-202403-603534
2252,654,7,4,4,1319.99,10,528.0,5279.96,4751.96,3695.96,1056.0,22.22,ORD-202410-183410
2253,284,11,1,15,2299.99,0,0.0,34499.85,34499.85,22424.85,12075.0,35.0,ORD-202310-370539
2254,283,9,4,9,219.99,0,0.0,1979.91,1979.91,1385.91,594.0,30.0,ORD-202310-760957
2255,179,5,5,42,1919.99,0,0.0,80639.58,80639.58,56447.58,24192.0,30.0,ORD-202306-343974
2256,118,2,2,44,1199.99,10,5279.96,52799.56,47519.6,36959.56,10560.04,22.22,ORD-202304-561697
2257,594,11,1,9,2299.99,0,0.0,20699.91,20699.91,13454.91,7245.0,35.0,ORD-202408-163766
2258,266,9,1,22,219.99,0,0.0,4839.78,4839.78,3387.78,1452.0,30.0,ORD-202309-666693
2259,46,8,3,4,899.99,0,0.0,3599.96,3599.96,2519.96,1080.0,30.0,ORD-202302-631562
2260,455,4,5,5,699.99,0,0.0,3499.95,3499.95,2449.95,1050.0,30.0,ORD-202403-313953
2261,334,12,4,3,649.99,20,389.99,1949.97,1559.98,1267.47,292.51,18.75,ORD-202311-547191
2262,290,5,1,42,1919.99,10,8063.96,80639.58,72575.62,56447.58,16128.04,22.22,ORD-202310-926450
2263,369,11,4,15,2299.99,20,6899.97,34499.85,27599.88,22424.85,5175.03,18.75,ORD-202401-492917
2264,482,10,5,1,3299.99,0,0.0,3299.99,3299.99,2144.99,1155.0,35.0,ORD-202404-486192
2265,46,10,2,15,3299.99,10,4949.98,49499.85,44549.87,32174.85,12375.02,27.78,ORD-202302-126775
2266,109,7,3,17,1319.99,10,2243.98,22439.83,20195.85,15707.83,4488.02,22.22,ORD-202304-921524
2267,596,12,2,7,649.99,10,454.99,4549.93,4094.94,2957.43,1137.51,27.78,ORD-202408-134183
2268,673,5,4,11,1919.99,0,0.0,21119.89,21119.89,14783.89,6336.0,30.0,ORD-202411-335490
2269,579,14,5,12,1299.99,0,0.0,15599.88,15599.88,10139.88,5460.0,35.0,ORD-202408-988767
2270,541,2,5,31,1199.99,10,3719.97,37199.69,33479.72,26039.69,7440.03,22.22,ORD-202406-645611
2271,452,11,3,4,2299.99,10,920.0,9199.96,8279.96,5979.96,2300.0,27.78,ORD-202403-407301
2272,250,11,2,13,2299.99,0,0.0,29899.87,29899.87,19434.87,10465.0,35.0,ORD-202309-342106
2273,467,11,1,12,2299.99,0,0.0,27599.88,27599.88,17939.88,9660.0,35.0,ORD-202404-566624
2274,420,12,1,6,649.99,10,389.99,3899.94,3509.95,2534.94,975.01,27.78,ORD-202402-630205
2275,79,12,4,10,649.99,0,0.0,6499.9,6499.9,4224.9,2275.0,35.0,ORD-202303-570777
2276,429,8,5,27,899.99,0,0.0,24299.73,24299.73,17009.73,7290.0,30.0,ORD-202403-663731
2277,251,14,5,11,1299.99,0,0.0,14299.89,14299.89,9294.89,5005.0,35.0,ORD-202309-734960
2278,267,10,3,6,3299.99,0,0.0,19799.94,19799.94,12869.94,6930.0,35.0,ORD-202309-185465
2279,419,14,5,3,1299.99,10,390.0,3899.97,3509.97,2534.97,975.0,27.78,ORD-202402-618206
2280,648,7,2,30,1319.99,0,0.0,39599.7,39599.7,27719.7,11880.0,30.0,ORD-202410-274872
2281,124,14,3,9,1299.99,5,585.0,11699.91,11114.91,7604.91,3510.0,31.58,ORD-202305-878938
2282,104,5,1,28,1919.99,0,0.0,53759.72,53759.72,37631.72,16128.0,30.0,ORD-202304-823566
2283,171,3,2,33,849.99,10,2804.97,28049.67,25244.7,19634.67,5610.03,22.22,ORD-202306-506967
2284,433,12,2,7,649.99,10,454.99,4549.93,4094.94,2957.43,1137.51,27.78,ORD-202403-353162
2285,730,10,1,11,3299.99,25,9074.97,36299.89,27224.92,23594.89,3630.03,13.33,ORD-202412-452993
2286,606,4,1,5,699.99,0,0.0,3499.95,3499.95,2449.95,1050.0,30.0,ORD-202408-570700
2287,419,15,4,38,429.99,5,816.98,16339.62,15522.64,11437.62,4085.02,26.32,ORD-202402-834122
2288,138,6,5,33,999.99,0,0.0,32999.67,32999.67,23099.67,9900.0,30.0,ORD-202305-259652
2289,8,12,4,7,649.99,5,227.5,4549.93,4322.43,2957.43,1365.0,31.58,ORD-202301-559891
2290,181,9,1,8,219.99,0,0.0,1759.92,1759.92,1231.92,528.0,30.0,ORD-202306-617255
2291,350,2,5,67,1199.99,15,12059.9,80399.33,68339.43,56279.33,12060.1,17.65,ORD-202312-707993
2292,521,14,3,6,1299.99,5,390.0,7799.94,7409.94,5069.94,2340.0,31.58,ORD-202406-434053
2293,183,5,1,48,1919.99,0,0.0,92159.52,92159.52,64511.52,27648.0,30.0,ORD-202307-551451
2294,532,9,5,29,219.99,10,637.97,6379.71,5741.74,4465.71,1276.03,22.22,ORD-202406-429638
2295,102,12,3,3,649.99,0,0.0,1949.97,1949.97,1267.47,682.5,35.0,ORD-202304-401825
2296,281,16,4,29,229.99,0,0.0,6669.71,6669.71,4668.71,2001.0,30.0,ORD-202310-402491
2297,266,4,2,43,699.99,0,0.0,30099.57,30099.57,21069.57,9030.0,30.0,ORD-202309-247852
2298,99,7,5,27,1319.99,10,3563.97,35639.73,32075.76,24947.73,7128.03,22.22,ORD-202304-891533
2299,173,1,5,3,1299.99,10,390.0,3899.97,3509.97,2699.97,810.0,23.08,ORD-202306-664045
2300,200,1,4,2,1299.99,0,0.0,2599.98,2599.98,1799.98,800.0,30.77,ORD-202307-313008
2301,289,14,4,5,1299.99,5,325.0,6499.95,6174.95,4224.95,1950.0,31.58,ORD-202310-409268
2302,113,4,4,28,699.99,5,979.99,19599.72,18619.73,13719.72,4900.01,26.32,ORD-202304-375834
2303,89,5,3,47,1919.99,0,0.0,90239.53,90239.53,63167.53,27072.0,30.0,ORD-202303-470903
2304,81,8,1,11,899.99,0,0.0,9899.89,9899.89,6929.89,2970.0,30.0,ORD-202303-631691
2305,344,9,4,41,219.99,20,1803.92,9019.59,7215.67,6313.59,902.08,12.5,ORD-202312-637756
2306,689,3,3,5,849.99,10,425.0,4249.95,3824.95,2974.95,850.0,22.22,ORD-202411-205317
2307,723,11,2,18,2299.99,20,8279.96,41399.82,33119.86,26909.82,6210.04,18.75,ORD-202412-978323
2308,642,2,1,32,1199.99,0,0.0,38399.68,38399.68,26879.68,11520.0,30.0,ORD-202410-714825
2309,386,8,2,9,899.99,10,809.99,8099.91,7289.92,5669.91,1620.01,22.22,ORD-202401-258789
2310,497,6,4,19,999.99,0,0.0,18999.81,18999.81,13299.81,5700.0,30.0,ORD-202405-308218
2311,651,3,5,28,849.99,0,0.0,23799.72,23799.72,16659.72,7140.0,30.0,ORD-202410-555416
2312,69,16,5,79,229.99,0,0.0,18169.21,18169.21,12718.21,5451.0,30.0,ORD-202303-844479
2313,183,2,4,45,1199.99,0,0.0,53999.55,53999.55,37799.55,16200.0,30.0,ORD-202307-743173
2314,390,8,3,16,899.99,15,2159.98,14399.84,12239.86,10079.84,2160.02,17.65,ORD-202401-788852
2315,185,10,2,15,3299.99,0,0.0,49499.85,49499.85,32174.85,17325.0,35.0,ORD-202307-800423
2316,497,16,4,77,229.99,0,0.0,17709.23,17709.23,12396.23,5313.0,30.0,ORD-202405-669810
2317,493,10,1,4,3299.99,0,0.0,13199.96,13199.96,8579.96,4620.0,35.0,ORD-202405-891634
2318,295,14,4,11,1299.99,0,0.0,14299.89,14299.89,9294.89,5005.0,35.0,ORD-202310-794595
2319,436,4,2,30,699.99,0,0.0,20999.7,20999.7,14699.7,6300.0,30.0,ORD-202403-792702
2320,117,12,4,12,649.99,0,0.0,7799.88,7799.88,5069.88,2730.0,35.0,ORD-202304-911264
2321,496,16,5,53,229.99,0,0.0,12189.47,12189.47,8532.47,3657.0,30.0,ORD-202405-130369
2322,298,9,5,14,219.99,5,153.99,3079.86,2925.87,2155.86,770.01,26.32,ORD-202310-163756
2323,576,11,3,11,2299.99,0,0.0,25299.89,25299.89,16444.89,8855.0,35.0,ORD-202407-531204
2324,401,15,4,52,429.99,0,0.0,22359.48,22359.48,15651.48,6708.0,30.0,ORD-202402-157287
2325,275,16,2,44,229.99,0,0.0,10119.56,10119.56,7083.56,3036.0,30.0,ORD-202310-423496
2326,459,14,2,10,1299.99,0,0.0,12999.9,12999.9,8449.9,4550.0,35.0,ORD-202404-662050
2327,212,4,5,40,699.99,0,0.0,27999.6,27999.6,19599.6,8400.0,30.0,ORD-202307-235492
2328,620,1,1,25,1299.99,0,0.0,32499.75,32499.75,22499.75,10000.0,30.77,ORD-202409-918343
2329,722,11,3,18,2299.99,0,0.0,41399.82,41399.82,26909.82,14490.0,35.0,ORD-202412-786745
2330,51,7,3,18,1319.99,0,0.0,23759.82,23759.82,16631.82,7128.0,30.0,ORD-202302-264618
2331,549,13,2,5,3299.99,0,0.0,16499.95,16499.95,10724.95,5775.0,35.0,ORD-202407-492041
2332,340,14,2,8,1299.99,0,0.0,10399.92,10399.92,6759.92,3640.0,35.0,ORD-202312-137827
2333,21,4,5,26,699.99,25,4549.94,18199.74,13649.8,12739.74,910.06,6.67,ORD-202301-608454
2334,44,6,3,20,999.99,0,0.0,19999.8,19999.8,13999.8,6000.0,30.0,ORD-202302-341177
2335,647,8,1,18,899.99,0,0.0,16199.82,16199.82,11339.82,4860.0,30.0,ORD-202410-952487
2336,387,13,2,12,3299.99,5,1979.99,39599.88,37619.89,25739.88,11880.01,31.58,ORD-202401-189041
2337,79,3,5,47,849.99,5,1997.48,39949.53,37952.05,27964.53,9987.52,26.32,ORD-202303-121133
2338,16,5,1,48,1919.99,15,13823.93,92159.52,78335.59,64511.52,13824.07,17.65,ORD-202301-931122
2339,401,7,5,28,1319.99,0,0.0,36959.72,36959.72,25871.72,11088.0,30.0,ORD-202402-922892
2340,332,14,5,1,1299.99,5,65.0,1299.99,1234.99,844.99,390.0,31.58,ORD-202311-387361
2341,470,7,1,9,1319.99,10,1187.99,11879.91,10691.92,8315.91,2376.01,22.22,ORD-202404-594299
2342,386,10,4,2,3299.99,0,0.0,6599.98,6599.98,4289.98,2310.0,35.0,ORD-202401-526068
2343,575,9,4,10,219.99,10,219.99,2199.9,1979.91,1539.9,440.01,22.22,ORD-202407-631201
2344,251,13,1,8,3299.99,5,1320.0,26399.92,25079.92,17159.92,7920.0,31.58,ORD-202309-490843
2345,560,4,4,15,699.99,10,1049.98,10499.85,9449.87,7349.85,2100.02,22.22,ORD-202407-126101
2346,407,8,4,12,899.99,5,539.99,10799.88,10259.89,7559.88,2700.01,26.32,ORD-202402-690509
2347,112,10,3,3,3299.99,0,0.0,9899.97,9899.97,6434.97,3465.0,35.0,ORD-202304-200022
2348,575,6,2,32,999.99,10,3199.97,31999.68,28799.71,22399.68,6400.03,22.22,ORD-202407-362111
2349,86,5,4,40,1919.99,5,3839.98,76799.6,72959.62,53759.6,19200.02,26.32,ORD-202303-648830
2350,581,8,1,25,899.99,5,1124.99,22499.75,21374.76,15749.75,5625.01,26.32,ORD-202408-364266
2351,422,10,3,14,3299.99,0,0.0,46199.86,46199.86,30029.86,16170.0,35.0,ORD-202402-138283
2352,330,14,1,9,1299.99,20,2339.98,11699.91,9359.93,7604.91,1755.02,18.75,ORD-202311-319387
2353,576,16,5,64,229.99,0,0.0,14719.36,14719.36,10303.36,4416.0,30.0,ORD-202407-783680
2354,242,11,4,12,2299.99,5,1379.99,27599.88,26219.89,17939.88,8280.01,31.58,ORD-202308-639420
2355,569,3,1,28,849.99,0,0.0,23799.72,23799.72,16659.72,7140.0,30.0,ORD-202407-493935
2356,131,1,2,34,1299.99,0,0.0,44199.66,44199.66,30599.66,13600.0,30.77,ORD-202305-274270
2357,203,15,1,5,429.99,5,107.5,2149.95,2042.45,1504.95,537.5,26.32,ORD-202307-619238
2358,175,16,2,71,229.99,5,816.46,16329.29,15512.83,11430.29,4082.54,26.32,ORD-202306-518807
2359,10,10,1,7,3299.99,5,1155.0,23099.93,21944.93,15014.93,6930.0,31.58,ORD-202301-854914
2360,693,9,5,21,219.99,15,692.97,4619.79,3926.82,3233.79,693.03,17.65,ORD-202411-489684
2361,578,6,2,19,999.99,10,1899.98,18999.81,17099.83,13299.81,3800.02,22.22,ORD-202407-818299
2362,210,12,5,10,649.99,0,0.0,6499.9,6499.9,4224.9,2275.0,35.0,ORD-202307-595043
2363,474,7,3,30,1319.99,0,0.0,39599.7,39599.7,27719.7,11880.0,30.0,ORD-202404-272216
2364,537,16,1,41,229.99,5,471.48,9429.59,8958.11,6600.59,2357.52,26.32,ORD-202406-287931
2365,154,16,1,1,229.99,0,0.0,229.99,229.99,160.99,69.0,30.0,ORD-202306-835538
2366,193,7,1,18,1319.99,5,1187.99,23759.82,22571.83,16631.82,5940.01,26.32,ORD-202307-447115
2367,97,2,5,30,1199.99,10,3599.97,35999.7,32399.73,25199.7,7200.03,22.22,ORD-202304-264052
2368,69,12,5,15,649.99,0,0.0,9749.85,9749.85,6337.35,3412.5,35.0,ORD-202303-461714
2369,644,1,2,36,1299.99,0,0.0,46799.64,46799.64,32399.64,14400.0,30.77,ORD-202410-960623
2370,437,10,3,10,3299.99,5,1649.99,32999.9,31349.91,21449.9,9900.01,31.58,ORD-202403-367124
2371,575,7,1,19,1319.99,0,0.0,25079.81,25079.81,17555.81,7524.0,30.0,ORD-202407-207978
2372,222,9,2,9,219.99,10,197.99,1979.91,1781.92,1385.91,396.01,22.22,ORD-202308-207292
2373,130,13,3,10,3299.99,10,3299.99,32999.9,29699.91,21449.9,8250.01,27.78,ORD-202305-734152
2374,284,16,2,22,229.99,0,0.0,5059.78,5059.78,3541.78,1518.0,30.0,ORD-202310-921417
2375,238,7,1,30,1319.99,10,3959.97,39599.7,35639.73,27719.7,7920.03,22.22,ORD-202308-253607
2376,147,6,4,1,999.99,0,0.0,999.99,999.99,699.99,300.0,30.0,ORD-202305-181566
2377,54,5,5,29,1919.99,5,2783.99,55679.71,52895.72,38975.71,13920.01,26.32,ORD-202302-797137
2378,484,11,3,9,2299.99,0,0.0,20699.91,20699.91,13454.91,7245.0,35.0,ORD-202404-352468
2379,574,13,4,7,3299.99,5,1155.0,23099.93,21944.93,15014.93,6930.0,31.58,ORD-202407-472235
2380,320,11,5,3,2299.99,15,1035.0,6899.97,5864.97,4484.97,1380.0,23.53,ORD-202311-983101
2381,220,6,3,46,999.99,0,0.0,45999.54,45999.54,32199.54,13800.0,30.0,ORD-202308-980673
2382,448,15,4,33,429.99,0,0.0,14189.67,14189.67,9932.67,4257.0,30.0,ORD-202403-685005
2383,446,12,2,1,649.99,0,0.0,649.99,649.99,422.49,227.5,35.0,ORD-202403-996922
2384,478,12,4,4,649.99,10,260.0,2599.96,2339.96,1689.96,650.0,27.78,ORD-202404-686986
2385,196,13,3,3,3299.99,0,0.0,9899.97,9899.97,6434.97,3465.0,35.0,ORD-202307-305349
2386,453,12,5,4,649.99,0,0.0,2599.96,2599.96,1689.96,910.0,35.0,ORD-202403-714663
2387,318,11,1,12,2299.99,5,1379.99,27599.88,26219.89,17939.88,8280.01,31.58,ORD-202311-627217
2388,14,9,1,21,219.99,5,230.99,4619.79,4388.8,3233.79,1155.01,26.32,ORD-202301-772844
2389,491,13,1,12,3299.99,0,0.0,39599.88,39599.88,25739.88,13860.0,35.0,ORD-202405-387492
2390,641,2,5,4,1199.99,5,240.0,4799.96,4559.96,3359.96,1200.0,26.32,ORD-202410-737058
2391,648,15,4,23,429.99,5,494.49,9889.77,9395.28,6922.77,2472.51,26.32,ORD-202410-886364
2392,664,4,1,48,699.99,0,0.0,33599.52,33599.52,23519.52,10080.0,30.0,ORD-202410-742693
2393,731,5,2,17,1919.99,0,0.0,32639.83,32639.83,22847.83,9792.0,30.0,ORD-202412-539953
2394,123,2,4,41,1199.99,0,0.0,49199.59,49199.59,34439.59,14760.0,30.0,ORD-202305-429500
2395,100,9,2,21,219.99,10,461.98,4619.79,4157.81,3233.79,924.02,22.22,ORD-202304-873276
2396,18,11,3,15,2299.99,20,6899.97,34499.85,27599.88,22424.85,5175.03,18.75,ORD-202301-277433
2397,601,12,5,1,649.99,5,32.5,649.99,617.49,422.49,195.0,31.58,ORD-202408-536604
2398,684,2,1,25,1199.99,25,7499.94,29999.75,22499.81,20999.75,1500.06,6.67,ORD-202411-898273
2399,514,5,3,6,1919.99,0,0.0,11519.94,11519.94,8063.94,3456.0,30.0,ORD-202405-564937
2400,46,9,5,7,219.99,10,153.99,1539.93,1385.94,1077.93,308.01,22.22,ORD-202302-529131
2401,178,1,3,18,1299.99,10,2339.98,23399.82,21059.84,16199.82,4860.02,23.08,ORD-202306-467719
2402,121,11,4,10,2299.99,0,0.0,22999.9,22999.9,14949.9,8050.0,35.0,ORD-202305-693692
2403,475,3,1,6,849.99,0,0.0,5099.94,5099.94,3569.94,1530.0,30.0,ORD-202404-864989
2404,89,6,3,38,999.99,0,0.0,37999.62,37999.62,26599.62,11400.0,30.0,ORD-202303-903966
2405,174,1,2,41,1299.99,0,0.0,53299.59,53299.59,36899.59,16400.0,30.77,ORD-202306-582711
2406,84,8,3,27,899.99,0,0.0,24299.73,24299.73,17009.73,7290.0,30.0,ORD-202303-883714
2407,136,10,1,7,3299.99,0,0.0,23099.93,23099.93,15014.93,8085.0,35.0,ORD-202305-286650
2408,286,5,5,41,1919.99,5,3935.98,78719.59,74783.61,55103.59,19680.02,26.32,ORD-202310-336936
2409,193,9,2,6,219.99,0,0.0,1319.94,1319.94,923.94,396.0,30.0,ORD-202307-371952
2410,715,15,3,12,429.99,10,515.99,5159.88,4643.89,3611.88,1032.01,22.22,ORD-202412-472405
2411,593,12,3,13,649.99,10,844.99,8449.87,7604.88,5492.37,2112.51,27.78,ORD-202408-571516
2412,647,6,1,50,999.99,0,0.0,49999.5,49999.5,34999.5,15000.0,30.0,ORD-202410-664080
2413,583,7,4,12,1319.99,0,0.0,15839.88,15839.88,11087.88,4752.0,30.0,ORD-202408-317523
2414,351,9,1,33,219.99,25,1814.92,7259.67,5444.75,5081.67,363.08,6.67,ORD-202312-320958
2415,265,7,4,9,1319.99,0,0.0,11879.91,11879.91,8315.91,3564.0,30.0,ORD-202309-220898
2416,530,6,4,9,999.99,5,450.0,8999.91,8549.91,6299.91,2250.0,26.32,ORD-202406-715326
2417,331,12,5,13,649.99,20,1689.97,8449.87,6759.9,5492.37,1267.53,18.75,ORD-202311-716972
2418,35,11,1,11,2299.99,0,0.0,25299.89,25299.89,16444.89,8855.0,35.0,ORD-202302-108281
2419,163,14,4,6,1299.99,0,0.0,7799.94,7799.94,5069.94,2730.0,35.0,ORD-202306-779352
2420,103,6,3,20,999.99,0,0.0,19999.8,19999.8,13999.8,6000.0,30.0,ORD-202304-589518
2421,560,6,1,29,999.99,10,2899.97,28999.71,26099.74,20299.71,5800.03,22.22,ORD-202407-578617
2422,608,14,4,8,1299.99,0,0.0,10399.92,10399.92,6759.92,3640.0,35.0,ORD-202408-364843
2423,383,11,4,11,2299.99,10,2529.99,25299.89,22769.9,16444.89,6325.01,27.78,ORD-202401-414754
2424,42,8,5,4,899.99,5,180.0,3599.96,3419.96,2519.96,900.0,26.32,ORD-202302-546582
2425,276,13,5,1,3299.99,0,0.0,3299.99,3299.99,2144.99,1155.0,35.0,ORD-202310-637085
2426,171,10,5,12,3299.99,10,3959.99,39599.88,35639.89,25739.88,9900.01,27.78,ORD-202306-308102
2427,582,5,2,43,1919.99,0,0.0,82559.57,82559.57,57791.57,24768.0,30.0,ORD-202408-926874
2428,56,3,3,50,849.99,0,0.0,42499.5,42499.5,29749.5,12750.0,30.0,ORD-202302-940422
2429,355,15,4,22,429.99,10,945.98,9459.78,8513.8,6621.78,1892.02,22.22,ORD-202312-100884
2430,675,5,2,23,1919.99,5,2207.99,44159.77,41951.78,30911.77,11040.01,26.32,ORD-202411-422465
2431,83,6,2,14,999.99,5,699.99,13999.86,13299.87,9799.86,3500.01,26.32,ORD-202303-194546
2432,251,5,5,50,1919.99,0,0.0,95999.5,95999.5,67199.5,28800.0,30.0,ORD-202309-105184
2433,489,6,3,7,999.99,5,350.0,6999.93,6649.93,4899.93,1750.0,26.32,ORD-202405-676537
2434,704,13,2,16,3299.99,20,10559.97,52799.84,42239.87,34319.84,7920.03,18.75,ORD-202412-494570
2435,475,8,1,13,899.99,0,0.0,11699.87,11699.87,8189.87,3510.0,30.0,ORD-202404-433821
2436,137,13,3,5,3299.99,5,825.0,16499.95,15674.95,10724.95,4950.0,31.58,ORD-202305-725935
2437,404,3,3,32,849.99,10,2719.97,27199.68,24479.71,19039.68,5440.03,22.22,ORD-202402-128202
2438,228,6,2,24,999.99,0,0.0,23999.76,23999.76,16799.76,7200.0,30.0,ORD-202308-456359
2439,514,1,5,39,1299.99,5,2534.98,50699.61,48164.63,35099.61,13065.02,27.13,ORD-202405-181023
2440,662,8,2,32,899.99,0,0.0,28799.68,28799.68,20159.68,8640.0,30.0,ORD-202410-146397
2441,217,10,4,2,3299.99,0,0.0,6599.98,6599.98,4289.98,2310.0,35.0,ORD-202308-502722
2442,670,6,4,20,999.99,0,0.0,19999.8,19999.8,13999.8,6000.0,30.0,ORD-202410-426203
2443,397,16,1,34,229.99,5,390.98,7819.66,7428.68,5473.66,1955.02,26.32,ORD-202402-288238
2444,168,13,5,2,3299.99,5,330.0,6599.98,6269.98,4289.98,1980.0,31.58,ORD-202306-945392
2445,85,12,1,11,649.99,5,357.49,7149.89,6792.4,4647.39,2145.01,31.58,ORD-202303-942583
2446,13,6,3,9,999.99,15,1349.99,8999.91,7649.92,6299.91,1350.01,17.65,ORD-202301-631597
2447,394,15,1,63,429.99,20,5417.87,27089.37,21671.5,18962.37,2709.13,12.5,ORD-202401-802750
2448,412,14,1,5,1299.99,5,325.0,6499.95,6174.95,4224.95,1950.0,31.58,ORD-202402-371213
