production_id,date_key,product_id,facility_id,quantity_produced,defective_units,defect_rate_pct,batch_number
1142,412,7,2,626,3,0.61,PROD-2024024894
1143,131,1,3,800,6,0.85,PROD-2023059522
1144,539,15,1,2394,27,1.16,PROD-2024066232
1145,198,9,1,977,7,0.72,PROD-2023077564
1146,198,6,2,800,7,0.94,PROD-2023075897
1147,60,15,1,1469,11,0.76,PROD-2023031630
1148,671,3,2,800,7,0.91,PROD-2024113782
1149,21,16,3,3927,10,0.27,PROD-2023017392
1150,395,12,2,207,0,0.38,PROD-2024012129
1151,156,11,2,87,0,0.96,PROD-2023065975
1152,193,14,2,75,0,0.9,PROD-2023072308
1153,389,11,3,187,0,0.5,PROD-2024016323
1154,581,4,3,1181,8,0.74,PROD-2024082162
1155,470,6,3,852,2,0.34,PROD-2024043077
1156,336,15,3,1554,7,0.49,PROD-2023127578
1157,113,12,1,350,1,0.29,PROD-2023044835
1158,727,1,2,2706,6,0.24,PROD-2024128988
1159,624,13,2,40,0,1.19,PROD-2024097654
1160,547,14,1,250,1,0.4,PROD-2024069852
1161,268,7,3,300,2,0.72,PROD-2023097417
1162,194,14,1,40,0,0.84,PROD-2023075306
1163,569,16,1,945,8,0.88,PROD-2024078977
1164,268,10,2,253,0,0.23,PROD-2023093629
1165,475,14,2,250,0,0.22,PROD-2024041546
1166,9,10,3,350,1,0.43,PROD-2023017505
1167,98,4,1,1961,4,0.23,PROD-2023045111
1168,140,16,2,5118,59,1.17,PROD-2023052703
1169,318,3,1,2016,4,0.2,PROD-2023119772
1170,603,12,3,310,2,0.66,PROD-2024086488
1171,232,8,3,309,1,0.35,PROD-2023088745
1172,697,14,3,84,0,0.65,PROD-2024119828
1173,176,11,3,350,2,0.6,PROD-2023067869
1174,90,7,3,1220,9,0.81,PROD-2023036407
1175,392,9,1,300,2,0.73,PROD-2024019312
1176,552,10,3,93,0,0.83,PROD-2024078778
1177,361,13,1,101,0,0.24,PROD-2023128415
1178,89,9,3,362,1,0.46,PROD-2023038559
1179,416,11,2,350,3,1.12,PROD-2024028571
1180,360,2,1,800,5,0.7,PROD-2023126601
1181,584,5,3,800,7,0.91,PROD-2024084126
1182,146,9,2,838,4,0.54,PROD-2023057786
1183,609,3,2,977,8,0.91,PROD-2024083730
1184,538,1,2,800,3,0.47,PROD-2024062162
1185,460,11,3,350,2,0.6,PROD-2024043463
1186,730,9,2,300,3,1.11,PROD-2024126640
1187,242,1,2,800,4,0.57,PROD-2023089810
1188,529,16,1,1414,14,1.01,PROD-2024063060
1189,136,10,2,350,2,0.77,PROD-2023051434
1190,271,11,1,213,0,0.42,PROD-2023094902
1191,187,13,1,250,2,0.95,PROD-2023075547
1192,226,4,3,1020,1,0.19,PROD-2023087583
1193,485,11,3,327,3,0.97,PROD-2024043632
1194,25,12,1,319,1,0.5,PROD-2023019826
1195,99,13,1,127,0,0.36,PROD-2023044684
1196,708,6,1,800,3,0.43,PROD-2024125079
1197,508,8,3,300,3,1.04,PROD-2024059375
1198,332,11,2,350,3,0.87,PROD-2023119219
1199,124,8,3,639,1,0.16,PROD-2023057452
1200,647,5,2,800,2,0.37,PROD-2024109191
1201,116,11,3,164,1,0.88,PROD-2023042436
1202,582,14,1,250,0,0.17,PROD-2024089797
1203,79,11,1,120,0,0.17,PROD-2023033749
1204,562,15,3,2389,13,0.58,PROD-2024072475
1205,548,1,2,800,5,0.68,PROD-2024079379
1206,470,7,2,1185,5,0.47,PROD-2024042138
1207,401,15,2,2037,6,0.3,PROD-2024029096
1208,723,9,3,762,4,0.58,PROD-2024121057
1209,575,1,1,1041,8,0.79,PROD-2024075833
1210,464,5,1,800,7,0.95,PROD-2024043525
1211,542,1,1,800,6,0.75,PROD-2024066923
1212,390,13,1,231,1,0.63,PROD-2024013560
1213,470,8,2,316,2,0.77,PROD-2024047473
1214,280,10,3,350,0,0.27,PROD-2023103739
1215,157,7,2,300,2,0.94,PROD-2023064111
1216,158,2,1,800,2,0.26,PROD-2023061793
1217,674,10,2,350,0,0.2,PROD-2024118184
1218,477,16,2,600,6,1.1,PROD-2024046054
1219,139,3,2,800,3,0.38,PROD-2023057148
1220,301,3,2,800,5,0.66,PROD-2023106299
1221,524,6,1,1088,10,0.95,PROD-2024064312
1222,243,3,1,1552,18,1.16,PROD-2023084647
1223,289,9,1,714,7,1.05,PROD-2023104707
1224,268,10,2,251,1,0.55,PROD-2023092688
1225,244,6,2,1246,10,0.82,PROD-2023094625
1226,325,3,2,1431,6,0.46,PROD-2023117222
1227,708,8,2,1395,12,0.92,PROD-2024127299
1228,350,3,3,1802,13,0.74,PROD-2023124106
1229,478,12,3,126,1,0.86,PROD-2024044156
1230,286,8,3,1030,7,0.71,PROD-2023101526
1231,120,13,1,250,1,0.45,PROD-2023047768
1232,668,2,1,1171,6,0.53,PROD-2024106829
1233,398,3,3,1559,2,0.17,PROD-2024023312
1234,306,15,1,2021,17,0.85,PROD-2023112326
1235,108,12,2,264,2,0.77,PROD-2023046701
1236,404,5,1,800,8,1.08,PROD-2024026519
1237,319,10,3,350,3,1.14,PROD-2023112375
1238,321,13,3,64,0,0.44,PROD-2023118995
1239,614,4,1,800,9,1.16,PROD-2024095750
1240,417,15,2,1353,11,0.85,PROD-2024022642
1241,456,12,2,350,3,0.96,PROD-2024032152
1242,602,8,1,300,2,0.82,PROD-2024084355
1243,394,2,3,800,5,0.65,PROD-2024018406
1244,8,2,1,800,7,0.93,PROD-2023018037
1245,653,16,1,2798,31,1.14,PROD-2024102092
1246,40,14,1,154,0,0.25,PROD-2023021100
1247,595,6,1,800,5,0.72,PROD-2024088725
1248,77,8,2,429,0,0.19,PROD-2023031990
1249,509,5,3,889,5,0.6,PROD-2024055908
1250,361,1,1,800,9,1.14,PROD-2023128101
1251,679,9,3,995,9,1.0,PROD-2024113995
1252,611,15,1,941,10,1.15,PROD-2024096279
1253,351,7,2,758,1,0.25,PROD-2023122450
1254,530,14,1,250,2,1.06,PROD-2024069157
1255,325,6,1,924,2,0.3,PROD-2023114547
1256,259,4,3,1621,13,0.83,PROD-2023091539
1257,234,4,2,3571,36,1.02,PROD-2023085115
1258,248,11,3,229,1,0.67,PROD-2023094937
1259,420,16,2,2620,30,1.16,PROD-2024024078
1260,54,4,3,1651,12,0.75,PROD-2023026468
1261,135,4,1,1932,10,0.53,PROD-2023053273
1262,8,16,1,2428,16,0.66,PROD-2023011652
1263,716,2,2,800,7,0.88,PROD-2024128318
1264,330,14,2,250,2,1.07,PROD-2023113786
1265,394,15,2,1278,9,0.72,PROD-2024018537
1266,471,11,3,230,1,0.74,PROD-2024043555
1267,632,12,3,207,1,0.95,PROD-2024093642
1268,173,13,1,201,1,0.6,PROD-2023064411
1269,263,6,2,800,5,0.63,PROD-2023093243
1270,351,9,1,2500,5,0.22,PROD-2023127731
1271,258,3,2,800,4,0.53,PROD-2023091489
1272,521,15,1,3238,31,0.98,PROD-2024066353
1273,122,13,3,94,1,1.09,PROD-2023059870
1274,8,8,2,647,1,0.21,PROD-2023019109
1275,465,16,1,1024,10,1.0,PROD-2024042981
1276,710,4,3,800,3,0.44,PROD-2024125430
1277,313,1,1,892,4,0.53,PROD-2023111708
1278,99,3,3,2199,22,1.01,PROD-2023044955
1279,568,5,2,853,6,0.76,PROD-2024077699
1280,652,14,3,105,0,0.92,PROD-2024108876
1281,625,3,2,1707,14,0.85,PROD-2024097427
1282,325,9,2,733,6,0.85,PROD-2023113547
1283,396,10,1,350,3,1.04,PROD-2024018206
1284,294,9,2,1746,11,0.64,PROD-2023107000
1285,188,9,3,506,4,0.96,PROD-2023075804
1286,93,8,2,300,2,0.76,PROD-2023049097
1287,477,14,2,40,0,0.24,PROD-2024044443
1288,334,14,1,204,0,0.29,PROD-2023117681
1289,106,8,2,300,1,0.44,PROD-2023044064
1290,59,5,1,800,4,0.55,PROD-2023026821
1291,316,1,1,990,9,0.98,PROD-2023115499
1292,563,9,3,300,0,0.23,PROD-2024075714
1293,101,2,1,1522,14,0.92,PROD-2023044643
1294,226,15,3,1993,21,1.08,PROD-2023088363
1295,173,13,3,166,0,0.34,PROD-2023061831
1296,699,11,2,83,0,0.69,PROD-2024114492
1297,703,13,2,115,0,0.39,PROD-2024122113
1298,700,4,2,800,4,0.52,PROD-2024114573
1299,26,2,3,2328,18,0.81,PROD-2023018915
1300,277,10,2,350,1,0.38,PROD-2023108117
1301,355,13,2,117,0,0.52,PROD-2023123340
1302,682,8,2,2500,15,0.6,PROD-2024116835
1303,687,12,2,113,0,0.81,PROD-2024117363
1304,481,13,3,40,0,0.22,PROD-2024049017
1305,43,15,1,726,5,0.82,PROD-2023029054
1306,299,2,3,800,9,1.2,PROD-2023102685
1307,504,3,2,800,6,0.86,PROD-2024056111
1308,510,7,3,646,7,1.14,PROD-2024059585
1309,637,6,3,800,5,0.71,PROD-2024097714
1310,306,6,1,3216,20,0.63,PROD-2023111386
1311,650,5,2,1443,3,0.25,PROD-2024106687
1312,254,9,2,334,0,0.25,PROD-2023099089
1313,11,15,2,649,5,0.81,PROD-2023013009
1314,370,12,3,102,0,0.98,PROD-2024017244
1315,567,3,1,1145,8,0.73,PROD-2024071450
1316,704,7,1,714,6,0.92,PROD-2024128182
1317,31,1,1,805,8,1.1,PROD-2023012297
1318,183,4,3,800,4,0.59,PROD-2023074502
1319,685,10,3,350,3,0.95,PROD-2024113763
1320,488,1,3,1773,6,0.35,PROD-2024057395
1321,702,13,1,84,0,1.07,PROD-2024122133
1322,688,6,1,1371,13,0.96,PROD-2024118888
1323,669,3,2,1754,8,0.51,PROD-2024105043
1324,407,1,2,800,8,1.05,PROD-2024023054
1325,539,5,3,3662,8,0.22,PROD-2024065872
1326,630,10,3,60,0,0.76,PROD-2024091020
1327,93,10,3,60,0,0.41,PROD-2023049136
1328,434,15,3,600,6,1.14,PROD-2024038763
1329,519,11,1,96,1,1.15,PROD-2024066987
1330,557,15,3,3145,8,0.28,PROD-2024073964
1331,672,16,1,600,6,1.0,PROD-2024114323
1332,299,3,2,800,5,0.74,PROD-2023102006
1333,569,9,2,334,1,0.41,PROD-2024074348
1334,7,7,1,300,2,0.96,PROD-2023012288
1335,320,2,3,800,6,0.84,PROD-2023117473
1336,291,15,1,1788,3,0.22,PROD-2023102165
1337,84,1,3,2614,24,0.95,PROD-2023038452
1338,200,6,1,1064,7,0.74,PROD-2023079109
1339,636,6,3,1336,4,0.37,PROD-2024091327
1340,231,5,3,800,8,1.12,PROD-2023086924
1341,715,15,3,600,4,0.72,PROD-2024124642
1342,9,2,1,800,3,0.46,PROD-2023018262
1343,202,12,1,310,2,0.76,PROD-2023079185
1344,532,16,1,1820,4,0.26,PROD-2024066863
1345,81,2,3,814,1,0.17,PROD-2023036603
1346,706,4,2,2092,12,0.62,PROD-2024127746
1347,484,7,2,357,2,0.66,PROD-2024047301
1348,372,3,3,800,6,0.77,PROD-2024014143
1349,79,10,2,343,0,0.27,PROD-2023032444
1350,331,14,2,250,2,1.1,PROD-2023114832
1351,402,10,3,60,0,0.83,PROD-2024028676
1352,399,12,1,300,3,1.01,PROD-2024028219
1353,294,8,3,1171,10,0.92,PROD-2023106680
1354,251,15,3,1789,7,0.44,PROD-2023099776
1355,130,10,2,60,0,0.29,PROD-2023058266
1356,323,4,3,800,4,0.55,PROD-2023111094
1357,602,1,1,800,9,1.18,PROD-2024087939
1358,610,8,2,796,2,0.28,PROD-2024093897
1359,69,12,2,350,3,0.94,PROD-2023035648
1360,261,8,2,518,2,0.52,PROD-2023093013
1361,662,7,3,1160,2,0.19,PROD-2024108209
1362,352,8,2,737,2,0.3,PROD-2023121127
1363,306,12,3,268,1,0.59,PROD-2023115533
1364,668,2,2,800,7,0.91,PROD-2024102684
1365,191,15,1,1585,10,0.69,PROD-2023073737
1366,80,15,2,1026,9,0.91,PROD-2023036666
1367,576,14,2,155,0,0.39,PROD-2024074904
1368,581,7,2,300,1,0.42,PROD-2024088475
1369,147,1,1,2202,26,1.19,PROD-2023057871
1370,156,1,3,800,5,0.69,PROD-2023064175
1371,398,2,1,800,4,0.5,PROD-2024024623
1372,104,8,2,300,3,1.15,PROD-2023043981
1373,539,9,2,570,2,0.42,PROD-2024067480
1374,358,13,3,218,0,0.35,PROD-2023129484
1375,59,12,2,350,0,0.27,PROD-2023028812
1376,408,15,1,600,6,1.08,PROD-2024029045
1377,239,15,3,962,3,0.32,PROD-2023082351
1378,66,11,3,350,2,0.85,PROD-2023031739
1379,618,3,1,800,1,0.16,PROD-2024093462
1380,21,9,1,477,2,0.45,PROD-2023011773
1381,160,1,1,800,8,1.02,PROD-2023068840
1382,307,3,3,800,3,0.47,PROD-2023114443
1383,407,7,2,701,6,0.98,PROD-2024023052
1384,254,14,1,155,1,0.91,PROD-2023094930
1385,494,11,3,60,0,0.55,PROD-2024055584
1386,637,7,3,1077,6,0.58,PROD-2024096551
1387,367,9,3,573,4,0.8,PROD-2024015983
1388,489,5,3,800,6,0.76,PROD-2024059880
1389,57,9,3,1305,13,1.04,PROD-2023022871
1390,27,6,1,800,8,1.09,PROD-2023015812
1391,571,1,2,1811,7,0.41,PROD-2024073647
1392,483,16,3,1844,12,0.67,PROD-2024049054
1393,485,5,2,800,8,1.07,PROD-2024043558
1394,184,12,3,60,0,0.68,PROD-2023079906
1395,123,6,3,2615,6,0.26,PROD-2023057861
1396,501,4,2,810,8,1.0,PROD-2024054027
1397,41,4,3,1029,8,0.78,PROD-2023022595
1398,373,10,2,350,0,0.27,PROD-2024019366
1399,703,8,1,1263,12,0.98,PROD-2024128476
1400,636,14,1,65,0,0.86,PROD-2024095245
1401,585,7,3,408,0,0.22,PROD-2024085270
1402,450,14,1,250,1,0.6,PROD-2024035428
1403,494,11,2,60,0,0.25,PROD-2024053973
1404,713,4,2,2227,18,0.82,PROD-2024125481
1405,163,11,3,350,2,0.63,PROD-2023064696
1406,698,13,2,234,1,0.69,PROD-2024115271
1407,544,9,2,300,3,1.01,PROD-2024064541
1408,422,2,1,800,6,0.78,PROD-2024027913
1409,292,11,2,185,1,0.88,PROD-2023103515
1410,555,10,1,350,3,1.08,PROD-2024071863
1411,77,11,3,350,1,0.46,PROD-2023037571
1412,495,9,1,300,1,0.6,PROD-2024057689
1413,257,6,3,2834,24,0.85,PROD-2023098090
1414,505,15,1,901,6,0.74,PROD-2024059981
1415,434,12,3,99,0,0.96,PROD-2024035891
1416,584,6,2,800,4,0.55,PROD-2024087298
1417,569,1,3,800,7,0.96,PROD-2024079343
1418,493,14,3,159,1,0.86,PROD-2024052653
1419,455,4,2,800,3,0.38,PROD-2024038756
1420,277,10,1,350,2,0.82,PROD-2023103614
1421,81,4,3,811,9,1.13,PROD-2023032376
1422,416,7,3,300,1,0.56,PROD-2024029432
1423,255,12,2,350,1,0.43,PROD-2023095318
1424,654,3,2,800,4,0.61,PROD-2024109613
1425,352,6,2,800,1,0.15,PROD-2023122037
1426,75,15,3,944,2,0.25,PROD-2023035149
1427,486,15,2,600,5,0.85,PROD-2024043344
1428,623,3,2,1336,8,0.67,PROD-2024092345
1429,728,14,3,250,1,0.64,PROD-2024121931
1430,642,4,3,1569,6,0.39,PROD-2024108574
1431,684,10,2,350,0,0.17,PROD-2024115454
1432,596,8,1,300,2,0.76,PROD-2024085902
1433,445,14,3,250,1,0.78,PROD-2024036216
1434,172,6,3,1615,16,1.04,PROD-2023068881
1435,438,5,2,800,1,0.23,PROD-2024033146
1436,352,12,1,350,1,0.48,PROD-2023125860
1437,118,14,2,49,0,0.33,PROD-2023043726
1438,653,13,3,250,2,1.04,PROD-2024109215
1439,535,6,3,800,8,1.1,PROD-2024068539
1440,504,8,1,776,1,0.2,PROD-2024054864
1441,537,9,2,613,2,0.44,PROD-2024062430
1442,400,14,3,250,0,0.27,PROD-2024021484
1443,380,8,2,300,2,0.76,PROD-2024013939
1444,23,10,2,60,0,1.03,PROD-2023012974
1445,658,3,1,3230,17,0.53,PROD-2024108496
1446,543,5,1,800,8,1.07,PROD-2024062641
1447,172,7,3,681,4,0.69,PROD-2023061129
1448,110,1,3,800,4,0.61,PROD-2023041864
1449,236,2,2,2914,27,0.96,PROD-2023086882
1450,459,6,3,844,1,0.17,PROD-2024044488
1451,82,15,2,1523,3,0.2,PROD-2023037346
1452,538,6,2,800,6,0.84,PROD-2024063600
1453,91,16,1,1458,10,0.75,PROD-2023049205
1454,727,12,2,308,2,0.68,PROD-2024128950
1455,197,5,2,1768,15,0.85,PROD-2023079810
1456,196,1,3,1394,6,0.45,PROD-2023079493
1457,200,2,3,1252,2,0.23,PROD-2023073879
1458,335,11,1,303,1,0.45,PROD-2023127219
1459,404,2,1,800,8,1.09,PROD-2024024346
1460,322,15,2,1093,6,0.56,PROD-2023118599
1461,348,15,1,1979,5,0.3,PROD-2023125429
1462,133,15,3,2762,10,0.37,PROD-2023052460
1463,642,13,1,121,1,1.15,PROD-2024109491
1464,627,2,3,1187,10,0.89,PROD-2024098688
1465,460,11,1,350,2,0.6,PROD-2024049305
1466,730,5,2,1620,8,0.54,PROD-2024125953
1467,660,15,3,743,1,0.2,PROD-2024101863
1468,246,11,3,160,0,0.58,PROD-2023095373
1469,99,7,2,1550,6,0.44,PROD-2023045010
1470,558,1,3,1372,11,0.81,PROD-2024077634
1471,42,6,3,800,4,0.61,PROD-2023027925
1472,492,1,3,800,8,1.11,PROD-2024057777
1473,704,6,2,945,5,0.61,PROD-2024126454
1474,51,1,1,800,3,0.47,PROD-2023028381
1475,385,4,2,1256,9,0.79,PROD-2024011675
1476,141,7,1,789,8,1.13,PROD-2023054416
1477,602,3,1,800,1,0.17,PROD-2024089876
1478,171,1,3,1287,15,1.18,PROD-2023067080
1479,256,16,3,1412,11,0.82,PROD-2023095675
1480,215,3,1,2557,26,1.03,PROD-2023084101
1481,185,12,2,350,2,0.62,PROD-2023079593
1482,193,15,1,1814,11,0.62,PROD-2023078656
1483,569,11,1,79,0,0.49,PROD-2024079921
1484,466,12,1,350,4,1.15,PROD-2024042904
1485,702,14,3,250,1,0.41,PROD-2024127779
1486,371,8,2,457,2,0.55,PROD-2024018112
1487,590,6,2,800,4,0.55,PROD-2024084436
1488,220,15,2,600,5,0.89,PROD-2023082857
1489,598,1,1,2324,6,0.3,PROD-2024083302
1490,614,11,1,60,0,0.21,PROD-2024095655
1491,298,6,1,800,3,0.39,PROD-2023109994
1492,393,5,1,927,4,0.47,PROD-2024019800
1493,690,10,2,349,3,0.9,PROD-2024114521
1494,420,12,2,350,3,1.11,PROD-2024022515
1495,252,9,1,457,2,0.5,PROD-2023098329
1496,564,5,3,2841,32,1.13,PROD-2024074567
1497,359,13,3,49,0,0.64,PROD-2023126685
1498,386,16,3,600,2,0.34,PROD-2024013127
1499,652,10,3,350,2,0.8,PROD-2024103535
1500,405,14,1,40,0,0.37,PROD-2024021237
1501,512,9,3,724,7,1.08,PROD-2024055376
1502,713,13,3,40,0,0.73,PROD-2024126273
1503,138,9,1,452,5,1.13,PROD-2023055861
1504,313,9,3,1078,12,1.12,PROD-2023112324
1505,50,9,1,590,4,0.72,PROD-2023024216
1506,252,15,2,600,5,0.94,PROD-2023094924
1507,515,4,3,1549,14,0.96,PROD-2024054674
1508,313,7,1,411,0,0.16,PROD-2023111315
1509,330,8,3,1069,12,1.14,PROD-2023114239
1510,471,12,1,350,3,0.94,PROD-2024044255
1511,283,11,3,350,1,0.46,PROD-2023102023
1512,714,4,2,1872,10,0.58,PROD-2024125727
1513,301,1,2,3482,20,0.59,PROD-2023106235
1514,533,6,3,800,2,0.27,PROD-2024062224
1515,13,14,1,87,1,1.15,PROD-2023015726
1516,620,7,3,2500,24,0.99,PROD-2024094021
1517,362,6,1,1934,4,0.22,PROD-2023129035
1518,153,1,3,800,7,0.9,PROD-2023066618
1519,638,8,3,575,6,1.19,PROD-2024094446
1520,419,13,3,176,0,0.19,PROD-2024021635
1521,678,6,3,800,7,0.98,PROD-2024112229
1522,115,2,1,1758,6,0.39,PROD-2023043321
1523,497,16,3,4126,42,1.04,PROD-2024059154
1524,15,9,2,359,2,0.61,PROD-2023014883
1525,126,7,1,305,3,1.08,PROD-2023056062
1526,254,14,2,109,0,0.68,PROD-2023099781
1527,658,2,1,800,9,1.14,PROD-2024105102
1528,596,12,1,350,2,0.66,PROD-2024083271
1529,299,3,2,800,3,0.47,PROD-2023109125
1530,70,2,3,800,3,0.43,PROD-2023039182
1531,409,16,1,1949,14,0.76,PROD-2024029304
1532,459,10,3,292,0,0.24,PROD-2024042077
1533,530,13,2,250,0,0.22,PROD-2024062535
1534,428,16,1,1970,7,0.4,PROD-2024038284
1535,360,16,3,1524,5,0.33,PROD-2023124929
1536,238,12,2,350,0,0.18,PROD-2023083499
1537,614,4,2,800,1,0.2,PROD-2024097390
1538,623,11,1,197,2,1.11,PROD-2024093583
1539,375,13,2,175,0,0.46,PROD-2024012085
1540,412,13,3,168,1,0.97,PROD-2024028076
1541,309,12,3,60,0,0.79,PROD-2023112432
1542,550,12,3,144,0,0.6,PROD-2024079736
1543,574,15,2,1521,11,0.74,PROD-2024077832
1544,134,11,1,350,0,0.17,PROD-2023053787
1545,74,15,3,1486,14,0.98,PROD-2023039946
1546,74,12,3,164,1,1.15,PROD-2023036056
1547,719,14,1,40,0,0.18,PROD-2024123458
1548,640,11,2,301,2,0.82,PROD-2024104466
1549,608,2,1,800,2,0.25,PROD-2024088843
1550,99,10,2,80,0,1.04,PROD-2023046324
1551,507,7,1,489,1,0.31,PROD-2024059274
1552,578,15,3,862,1,0.19,PROD-2024077824
1553,353,9,1,1041,4,0.44,PROD-2023121394
1554,440,9,2,741,5,0.68,PROD-2024036475
1555,710,15,3,3399,22,0.65,PROD-2024121235
1556,214,13,2,206,0,0.2,PROD-2023085633
1557,188,9,2,359,0,0.17,PROD-2023079580
1558,343,14,2,53,0,1.01,PROD-2023126430
1559,305,10,1,151,0,0.32,PROD-2023119555
1560,412,7,2,490,1,0.39,PROD-2024024146
1561,407,3,2,800,1,0.21,PROD-2024023867
1562,630,14,3,250,0,0.21,PROD-2024098869
1563,172,12,3,97,0,0.18,PROD-2023064910
1564,17,13,1,250,0,0.3,PROD-2023016417
1565,87,4,1,800,5,0.64,PROD-2023032354
1566,575,1,3,995,9,0.97,PROD-2024078755
1567,485,1,1,1693,19,1.14,PROD-2024049696
1568,10,10,1,165,1,1.2,PROD-2023011585
1569,191,16,2,1325,3,0.25,PROD-2023074682
1570,232,9,2,1582,6,0.38,PROD-2023085987
1571,58,10,3,223,2,0.9,PROD-2023029241
1572,426,16,3,1162,5,0.47,PROD-2024036668
1573,108,12,3,136,1,0.92,PROD-2023047893
1574,706,15,3,1018,3,0.39,PROD-2024124777
1575,476,6,1,835,1,0.17,PROD-2024041722
1576,622,14,3,250,2,1.11,PROD-2024096552
1577,215,13,3,233,1,0.68,PROD-2023086903
1578,500,12,3,60,0,0.52,PROD-2024056622
1579,519,5,1,800,4,0.6,PROD-2024063490
1580,618,8,2,616,4,0.71,PROD-2024091547
1581,186,12,3,162,1,0.99,PROD-2023075521
1582,27,12,3,142,1,0.75,PROD-2023015120
1583,316,16,1,1956,7,0.36,PROD-2023114501
1584,405,9,1,300,3,1.19,PROD-2024024353
1585,165,8,3,673,6,0.93,PROD-2023066781
1586,664,6,2,1104,8,0.73,PROD-2024101971
1587,210,13,1,40,0,0.16,PROD-2023079706
1588,731,6,1,800,5,0.72,PROD-2024125867
1589,566,8,2,540,4,0.86,PROD-2024073506
1590,157,3,2,1391,3,0.22,PROD-2023064017
1591,46,2,3,800,3,0.49,PROD-2023029948
1592,156,5,1,800,8,1.07,PROD-2023062628
1593,442,16,2,875,7,0.81,PROD-2024031730
1594,640,15,1,765,1,0.19,PROD-2024108428
1595,287,13,3,148,1,1.13,PROD-2023105498
1596,350,2,1,800,8,1.01,PROD-2023122236
1597,193,9,3,300,2,0.81,PROD-2023072638
1598,290,3,3,800,7,0.91,PROD-2023104611
1599,47,10,1,106,0,0.61,PROD-2023024958
1600,310,12,2,349,3,0.91,PROD-2023118051
1601,58,13,1,122,0,0.54,PROD-2023024629
1602,123,5,3,952,9,1.04,PROD-2023058605
1603,279,10,2,112,0,0.67,PROD-2023106363
1604,527,1,1,1035,11,1.13,PROD-2024069950
1605,632,12,2,78,0,0.34,PROD-2024093597
1606,381,15,2,1998,21,1.09,PROD-2024011770
1607,375,7,1,561,4,0.75,PROD-2024019093
1608,35,5,3,820,5,0.72,PROD-2023029733
1609,51,2,1,893,7,0.82,PROD-2023024031
1610,628,4,1,1260,14,1.15,PROD-2024095380
1611,156,4,1,1610,11,0.71,PROD-2023069044
1612,573,7,2,1103,7,0.66,PROD-2024079467
1613,287,6,3,963,2,0.29,PROD-2023104750
1614,35,3,2,800,5,0.74,PROD-2023021623
1615,504,4,3,1120,11,0.99,PROD-2024056092
1616,376,11,1,60,0,0.47,PROD-2024013285
1617,256,9,3,875,4,0.46,PROD-2023097351
1618,686,7,3,300,3,1.09,PROD-2024115561
1619,671,2,2,2795,23,0.83,PROD-2024114062
1620,294,7,2,1903,11,0.59,PROD-2023104256
1621,275,3,3,1356,13,1.01,PROD-2023101093
1622,176,4,2,884,2,0.23,PROD-2023067010
1623,610,12,3,235,0,0.16,PROD-2024095112
1624,697,4,2,5043,17,0.35,PROD-2024114785
1625,58,11,1,261,1,0.41,PROD-2023025463
1626,474,12,3,60,0,1.1,PROD-2024049380
1627,556,2,1,800,5,0.69,PROD-2024075795
1628,411,3,2,800,6,0.86,PROD-2024024379
1629,391,15,1,3099,25,0.81,PROD-2024011185
1630,264,9,1,678,2,0.39,PROD-2023091329
1631,74,12,1,342,3,0.98,PROD-2023031121
1632,397,3,1,800,1,0.22,PROD-2024025909
1633,271,5,1,1361,7,0.54,PROD-2023098670
1634,237,10,3,350,1,0.33,PROD-2023087820
1635,274,9,1,1124,5,0.47,PROD-2023105717
1636,698,13,1,250,1,0.5,PROD-2024115934
1637,123,13,2,151,1,0.82,PROD-2023058844
1638,238,11,2,350,0,0.17,PROD-2023089434
1639,700,7,1,479,3,0.73,PROD-2024119654
1640,305,14,3,51,0,0.25,PROD-2023117457
1641,418,13,1,50,0,0.63,PROD-2024022396
1642,664,3,3,2886,25,0.87,PROD-2024109771
1643,401,6,1,2026,19,0.98,PROD-2024023351
1644,248,6,2,800,4,0.55,PROD-2023096712
1645,2,2,2,1299,9,0.71,PROD-2023018123
1646,687,14,3,250,0,0.38,PROD-2024119896
1647,430,4,2,800,2,0.37,PROD-2024033733
1648,700,6,1,1545,14,0.95,PROD-2024113077
1649,653,6,2,800,6,0.79,PROD-2024104916
1650,610,9,1,729,6,0.88,PROD-2024091465
1651,557,15,1,1925,9,0.51,PROD-2024076303
1652,43,6,3,800,4,0.54,PROD-2023021824
1653,421,7,1,921,8,0.91,PROD-2024022977
1654,283,1,1,800,5,0.68,PROD-2023105577
1655,174,5,3,800,1,0.18,PROD-2023066337
1656,116,9,3,300,0,0.25,PROD-2023044860
1657,101,15,3,1223,11,0.9,PROD-2023048761
1658,493,16,1,616,5,0.96,PROD-2024055367
1659,274,4,3,800,6,0.75,PROD-2023105588
1660,230,2,2,800,5,0.71,PROD-2023082081
1661,342,5,3,802,8,1.06,PROD-2023125852
1662,563,15,1,976,10,1.08,PROD-2024075669
1663,102,16,2,1207,4,0.38,PROD-2023045270
1664,110,15,2,877,7,0.91,PROD-2023048734
1665,510,13,1,40,0,0.96,PROD-2024056276
1666,679,5,2,1077,10,0.94,PROD-2024117401
1667,343,2,1,936,6,0.73,PROD-2023125344
1668,281,16,1,4241,35,0.83,PROD-2023108591
1669,472,4,2,3201,38,1.19,PROD-2024041925
1670,377,12,3,350,1,0.41,PROD-2024013212
1671,657,11,1,130,1,0.83,PROD-2024104088
1672,377,8,3,951,5,0.58,PROD-2024013238
