procurement_id,order_date_key,product_id,supplier_id,order_quantity,unit_cost,total_cost,lead_time_days,delivery_date_key,quality_score,po_number
383,124,7,6,50,721.55,36077.5,5,129,96.1,PO-2023-561661
384,20,11,1,50,1029.45,51472.5,12,32,97.9,PO-2023-472173
385,269,11,1,50,1194.7,59735.0,10,279,97.0,PO-2023-999568
386,256,10,2,50,1422.51,71125.5,12,268,96.3,PO-2023-901864
387,659,14,6,50,557.63,27881.5,5,664,95.9,PO-2024-660683
388,44,5,2,50,1025.26,51263.0,13,57,96.0,PO-2023-738715
389,100,5,6,50,1034.03,51701.5,6,106,96.4,PO-2023-571209
390,731,5,1,50,939.33,46966.5,16,731,96.6,PO-2024-770957
391,71,3,2,52,456.59,23742.68,17,88,95.2,PO-2023-697750
392,441,11,4,50,1076.96,53848.0,15,456,96.2,PO-2024-333529
393,287,9,1,72,119.26,8586.72,8,295,97.0,PO-2023-637560
394,578,16,6,50,110.47,5523.5,14,592,97.0,PO-2024-127612
395,50,7,3,50,682.94,34147.0,11,61,97.8,PO-2023-420104
396,479,5,3,55,885.69,48712.95,12,491,98.8,PO-2024-672869
397,315,10,1,50,1588.85,79442.5,10,325,98.0,PO-2023-263277
398,464,9,4,50,120.57,6028.5,18,482,98.4,PO-2024-176173
399,378,9,5,50,103.8,5190.0,15,393,95.9,PO-2024-122134
400,81,14,5,50,675.16,33758.0,17,98,93.7,PO-2023-543281
401,435,4,7,50,323.83,16191.5,9,444,94.1,PO-2024-184641
402,497,11,4,50,1067.42,53371.0,18,515,97.5,PO-2024-207821
403,182,12,4,50,318.02,15901.0,16,198,97.0,PO-2023-102053
404,657,12,4,50,304.33,15216.5,15,672,99.8,PO-2024-458913
405,689,4,6,109,390.42,42555.78,13,702,94.4,PO-2024-811293
406,196,13,1,50,1602.59,80129.5,14,210,98.3,PO-2023-718039
407,712,6,6,76,505.83,38443.08,9,721,97.8,PO-2024-135108
408,609,14,2,50,559.83,27991.5,8,617,97.8,PO-2024-645181
409,140,5,7,50,963.77,48188.5,14,154,95.1,PO-2023-556344
410,226,13,2,50,1615.05,80752.5,16,242,96.0,PO-2023-590991
411,9,12,4,50,335.44,16772.0,16,25,97.0,PO-2023-983748
412,53,10,3,50,1694.18,84709.0,9,62,100.0,PO-2023-178940
413,328,7,5,50,612.06,30603.0,9,337,96.9,PO-2023-949146
414,431,7,4,50,636.96,31848.0,16,447,99.2,PO-2024-251962
415,188,6,4,51,506.06,25809.06,14,202,96.1,PO-2023-443276
416,159,5,5,50,1010.48,50524.0,13,172,95.5,PO-2023-346193
417,440,9,5,50,108.42,5421.0,12,452,94.6,PO-2024-827842
418,180,4,3,53,376.4,19949.2,8,188,97.1,PO-2023-764365
419,468,3,1,95,414.71,39397.45,12,480,97.4,PO-2024-731264
420,117,14,3,50,634.44,31722.0,12,129,99.5,PO-2023-207645
421,355,1,2,140,687.97,96315.8,12,367,98.7,PO-2023-945136
422,583,7,2,96,730.2,70099.2,14,597,96.2,PO-2024-628734
423,699,5,7,56,973.38,54509.28,6,705,94.8,PO-2024-274939
424,666,3,7,50,447.56,22378.0,8,674,93.5,PO-2024-346129
425,31,1,3,50,597.95,29897.5,10,41,98.4,PO-2023-936428
426,630,9,6,50,113.4,5670.0,11,641,95.1,PO-2024-558411
427,97,2,2,90,607.84,54705.6,10,107,96.3,PO-2023-112914
428,194,14,4,50,657.83,32891.5,12,206,99.0,PO-2023-855427
429,514,12,5,50,331.23,16561.5,15,529,94.2,PO-2024-406819
430,371,2,1,50,631.51,31575.5,9,380,97.6,PO-2024-296274
431,276,2,3,96,611.71,58724.16,18,294,96.9,PO-2023-298468
432,265,6,7,96,502.43,48233.28,11,276,96.4,PO-2023-264864
433,557,16,6,103,125.63,12939.89,12,569,96.7,PO-2024-499013
434,138,3,1,50,419.51,20975.5,15,153,96.0,PO-2023-809296
435,242,15,2,70,229.76,16083.2,18,260,97.5,PO-2023-528624
436,602,8,4,50,411.39,20569.5,8,610,97.4,PO-2024-991409
437,282,10,2,50,1538.78,76939.0,7,289,98.8,PO-2023-325472
438,114,4,7,100,325.51,32551.0,9,123,96.6,PO-2023-565387
439,205,7,4,50,705.53,35276.5,18,223,98.1,PO-2023-830432
440,316,14,6,50,642.54,32127.0,6,322,94.7,PO-2023-560933
441,158,15,5,61,216.98,13235.78,15,173,93.6,PO-2023-948076
442,295,1,6,50,629.92,31496.0,13,308,94.5,PO-2023-711659
443,171,10,5,50,1418.46,70923.0,9,180,96.3,PO-2023-786520
444,162,13,7,50,1710.99,85549.5,14,176,94.5,PO-2023-967843
445,262,6,3,50,533.51,26675.5,10,272,99.1,PO-2023-610363
446,415,16,7,104,111.16,11560.64,9,424,94.2,PO-2024-266233
447,709,12,6,50,298.92,14946.0,7,716,94.4,PO-2024-667963
448,405,14,6,50,584.81,29240.5,11,416,97.1,PO-2024-809474
449,387,14,3,50,565.91,28295.5,16,403,98.8,PO-2024-505425
450,65,16,1,64,106.02,6785.28,8,73,97.7,PO-2023-494350
451,547,15,1,50,215.17,10758.5,16,563,98.7,PO-2024-312250
452,450,14,5,50,592.32,29616.0,7,457,97.3,PO-2024-789987
453,545,1,7,50,655.02,32751.0,7,552,95.4,PO-2024-174032
454,522,4,4,50,361.29,18064.5,18,540,97.4,PO-2024-420999
455,702,4,6,52,355.75,18499.0,12,714,97.0,PO-2024-210949
456,75,1,7,83,641.9,53277.7,8,83,95.4,PO-2023-477795
457,405,9,4,50,115.14,5757.0,17,422,98.9,PO-2024-284766
458,416,14,3,50,636.27,31813.5,13,429,98.5,PO-2024-176879
459,548,10,2,50,1448.33,72416.5,15,563,97.0,PO-2024-710726
460,190,10,6,50,1394.78,69739.0,13,203,97.4,PO-2023-896598
461,198,1,7,50,636.78,31839.0,5,203,95.0,PO-2023-196219
462,314,2,1,50,581.57,29078.5,18,332,96.2,PO-2023-314263
463,258,4,6,50,336.46,16823.0,11,269,95.8,PO-2023-632250
464,671,1,6,56,660.37,36980.72,13,684,94.9,PO-2024-920041
465,472,9,7,50,118.62,5931.0,12,484,93.4,PO-2024-218415
466,274,2,7,50,600.37,30018.5,12,286,96.9,PO-2023-995146
467,66,16,4,50,118.14,5907.0,10,76,99.0,PO-2023-176186
468,135,8,6,50,474.13,23706.5,13,148,94.0,PO-2023-419217
469,407,1,2,50,625.09,31254.5,10,417,95.0,PO-2024-719994
470,116,2,4,73,607.51,44348.23,13,129,98.0,PO-2023-925337
471,130,15,3,109,220.72,24058.48,15,145,99.1,PO-2023-134547
472,471,4,1,50,380.84,19042.0,14,485,96.6,PO-2024-274201
473,115,5,5,50,1065.85,53292.5,10,125,93.9,PO-2023-267236
474,469,14,4,50,636.92,31846.0,11,480,97.5,PO-2024-327754
475,101,8,1,50,429.58,21479.0,9,110,95.8,PO-2023-653464
476,251,11,1,50,1140.2,57010.0,11,262,96.2,PO-2023-356374
477,356,6,7,71,544.87,38685.77,13,369,95.1,PO-2023-196356
478,573,10,7,50,1496.39,74819.5,7,580,93.0,PO-2024-329266
479,3,5,1,104,897.05,93293.2,12,15,96.0,PO-2023-575558
480,512,14,2,50,560.58,28029.0,16,528,95.2,PO-2024-702716
481,586,8,3,50,497.77,24888.5,7,593,99.9,PO-2024-965696
482,286,5,1,93,1006.41,93596.13,9,295,98.5,PO-2023-167565
483,243,3,2,50,443.62,22181.0,9,252,95.6,PO-2023-784031
484,541,7,1,50,692.42,34621.0,7,548,96.2,PO-2024-991889
485,475,3,5,103,436.72,44982.16,8,483,96.8,PO-2024-426878
486,140,16,1,178,126.76,22563.28,11,151,97.1,PO-2023-506339
487,459,10,1,50,1470.25,73512.5,13,472,95.6,PO-2024-588032
488,8,8,4,50,455.89,22794.5,7,15,98.4,PO-2023-396053
489,669,15,3,50,227.83,11391.5,15,684,96.2,PO-2024-871564
490,245,6,7,50,527.43,26371.5,10,255,93.8,PO-2023-316855
491,341,14,3,50,670.25,33512.5,18,359,96.9,PO-2023-238461
492,39,3,3,137,389.93,53420.41,16,55,97.2,PO-2023-225322
493,617,7,4,50,722.35,36117.5,12,629,98.6,PO-2024-949489
494,67,14,6,50,561.98,28099.0,8,75,96.4,PO-2023-130742
495,411,2,5,66,571.57,37723.62,16,427,96.8,PO-2024-967202
496,2,4,7,50,390.19,19509.5,12,14,94.1,PO-2023-768703
497,50,13,7,50,1576.7,78835.0,11,61,94.6,PO-2023-350462
498,499,10,2,50,1465.77,73288.5,13,512,95.7,PO-2024-642615
499,18,10,3,50,1458.79,72939.5,16,34,96.6,PO-2023-435632
500,120,8,7,50,475.89,23794.5,5,125,96.1,PO-2023-412941
501,98,2,1,54,631.88,34121.52,14,112,96.9,PO-2023-197017
502,722,7,6,50,672.6,33630.0,6,728,94.9,PO-2024-480342
503,395,1,1,50,690.5,34525.0,10,405,97.8,PO-2024-905870
504,46,10,6,50,1513.34,75667.0,10,56,95.8,PO-2023-808333
505,156,4,6,50,339.84,16992.0,9,165,96.4,PO-2023-161503
506,524,15,1,103,230.08,23698.24,16,540,95.6,PO-2024-323985
507,239,5,2,50,949.25,47462.5,12,251,95.2,PO-2023-647673
508,26,9,5,50,100.25,5012.5,18,44,93.6,PO-2023-722681
509,686,3,1,70,455.08,31855.6,7,693,97.3,PO-2024-460233
510,317,9,1,50,117.26,5863.0,9,326,97.1,PO-2023-583893
511,609,3,4,50,458.36,22918.0,11,620,97.5,PO-2024-510467
512,717,3,6,62,399.72,24782.64,13,730,96.3,PO-2024-397558
513,1,14,2,50,634.66,31733.0,12,13,96.5,PO-2023-879587
514,346,6,7,50,542.31,27115.5,12,358,96.0,PO-2023-272666
515,135,4,1,86,318.75,27412.5,15,150,99.4,PO-2023-184235
516,433,12,1,50,298.92,14946.0,17,450,96.9,PO-2024-398115
517,395,12,4,50,293.34,14667.0,11,406,97.1,PO-2024-249585
518,237,9,6,50,119.97,5998.5,12,249,94.3,PO-2023-710316
519,196,13,4,50,1502.71,75135.5,8,204,99.4,PO-2023-480976
520,309,15,5,122,196.34,23953.48,15,324,97.3,PO-2023-152156
521,353,11,2,50,1173.06,58653.0,13,366,97.7,PO-2023-467097
522,123,8,3,50,501.52,25076.0,13,136,99.7,PO-2023-366628
523,297,10,2,50,1615.58,80779.0,16,313,95.8,PO-2023-532884
524,573,9,6,50,122.13,6106.5,14,587,93.9,PO-2024-646001
525,538,15,2,84,198.2,16648.8,15,553,95.3,PO-2024-844243
526,705,10,4,50,1536.44,76822.0,9,714,99.2,PO-2024-538663
527,405,3,1,50,396.77,19838.5,7,412,98.6,PO-2024-113373
528,657,5,2,57,907.82,51745.74,12,669,98.4,PO-2024-311973
529,429,12,6,50,286.55,14327.5,6,435,95.6,PO-2024-295533
530,350,7,2,50,726.37,36318.5,12,362,96.0,PO-2023-172628
531,316,15,4,50,226.3,11315.0,8,324,97.5,PO-2023-570948
532,727,16,5,125,123.27,15408.75,11,731,95.7,PO-2024-680606
533,482,6,1,50,519.42,25971.0,10,492,98.5,PO-2024-740659
534,579,13,6,50,1597.13,79856.5,6,585,93.9,PO-2024-900322
535,220,4,5,50,361.49,18074.5,17,237,96.1,PO-2023-471143
536,381,9,4,50,103.25,5162.5,7,388,99.0,PO-2024-501360
537,449,10,3,50,1626.18,81309.0,14,463,97.6,PO-2024-586053
538,567,14,5,50,597.71,29885.5,12,579,97.1,PO-2024-682044
539,666,14,3,50,556.59,27829.5,17,683,96.5,PO-2024-420552
540,417,10,2,50,1660.71,83035.5,16,433,97.1,PO-2024-262783
541,141,8,3,50,410.97,20548.5,16,157,98.4,PO-2023-278920
542,337,15,5,121,196.02,23718.42,15,352,94.9,PO-2023-451217
543,212,7,7,50,635.37,31768.5,13,225,95.6,PO-2023-260566
544,196,3,3,50,399.32,19966.0,10,206,96.9,PO-2023-805249
545,426,12,7,50,322.86,16143.0,10,436,96.2,PO-2024-223544
546,677,16,5,153,107.59,16461.27,16,693,96.7,PO-2024-654797
547,347,16,1,210,109.13,22917.3,10,357,98.7,PO-2023-908840
548,557,11,1,50,1047.73,52386.5,7,564,99.4,PO-2024-612739
549,725,1,2,50,684.08,34204.0,15,731,95.7,PO-2024-155660
550,260,13,2,50,1563.9,78195.0,7,267,95.2,PO-2023-551690
551,573,5,6,103,1033.21,106420.63,14,587,94.4,PO-2024-822081
552,430,13,7,50,1672.58,83629.0,6,436,95.8,PO-2024-444333
553,220,15,1,50,235.43,11771.5,16,236,97.3,PO-2023-731113
554,258,3,3,50,412.91,20645.5,11,269,97.5,PO-2023-840991
555,654,11,3,50,1069.63,53481.5,8,662,99.6,PO-2024-359243
556,549,11,5,50,1069.06,53453.0,10,559,95.7,PO-2024-420013
557,50,13,2,50,1616.84,80842.0,17,67,96.1,PO-2023-939893
558,303,2,3,68,599.49,40765.32,12,315,98.5,PO-2023-584276
559,300,15,5,85,212.67,18076.95,18,318,95.1,PO-2023-272034
560,570,7,6,50,623.79,31189.5,9,579,97.6,PO-2024-612782
561,366,11,7,50,1123.42,56171.0,14,380,93.2,PO-2024-799165
562,422,4,1,50,348.3,17415.0,12,434,98.2,PO-2024-214514
563,619,6,3,50,479.52,23976.0,10,629,96.3,PO-2024-570109
564,481,15,4,50,234.29,11714.5,9,490,99.7,PO-2024-918069
565,309,12,5,50,325.99,16299.5,15,324,93.8,PO-2023-763816
566,53,2,6,50,663.5,33175.0,6,59,96.1,PO-2023-593660
567,711,5,7,50,1010.82,50541.0,7,718,96.4,PO-2024-548538
568,637,3,6,50,409.09,20454.5,8,645,95.6,PO-2024-660057
569,91,1,1,50,715.94,35797.0,15,106,99.5,PO-2023-302142
570,275,5,3,50,943.04,47152.0,17,292,98.0,PO-2023-225115
571,174,12,7,50,310.21,15510.5,11,185,93.4,PO-2023-213930
572,133,10,6,50,1542.66,77133.0,7,140,93.9,PO-2023-314929
573,214,7,3,50,667.33,33366.5,10,224,99.0,PO-2023-427193
574,298,15,1,84,239.17,20090.28,12,310,98.7,PO-2023-537842
575,533,9,7,50,120.94,6047.0,8,541,93.2,PO-2024-202459
576,554,2,7,102,613.25,62551.5,14,568,93.6,PO-2024-521971
577,468,13,2,50,1627.88,81394.0,7,475,97.0,PO-2024-778557
578,371,1,5,50,621.25,31062.5,15,386,94.3,PO-2024-230626
579,53,16,3,62,113.48,7035.76,15,68,99.0,PO-2023-209103
580,17,7,4,50,660.69,33034.5,15,32,98.0,PO-2023-149534
581,85,14,6,50,582.78,29139.0,6,91,95.8,PO-2023-750977
582,472,9,1,50,115.59,5779.5,11,483,96.6,PO-2024-521681
583,568,7,7,50,677.62,33881.0,7,575,94.6,PO-2024-589987
584,206,4,2,50,346.24,17312.0,15,221,96.6,PO-2023-901217
585,111,2,7,50,571.4,28570.0,9,120,95.2,PO-2023-823042
586,92,6,1,76,474.94,36095.44,9,101,98.6,PO-2023-718106
587,317,10,6,50,1633.76,81688.0,5,322,95.0,PO-2023-107083
588,698,5,6,208,1030.08,214256.64,13,711,96.9,PO-2024-341022
589,262,9,3,50,115.21,5760.5,13,275,97.3,PO-2023-532452
590,591,5,3,50,1019.82,50991.0,10,601,98.3,PO-2024-526898
591,413,12,5,50,287.51,14375.5,10,423,97.2,PO-2024-598140
592,5,9,6,50,116.23,5811.5,12,17,97.0,PO-2023-918884
593,350,7,5,50,611.02,30551.0,12,362,97.1,PO-2023-791181
594,414,15,5,185,226.72,41943.2,15,429,94.5,PO-2024-283402
595,693,7,1,50,668.05,33402.5,13,706,95.7,PO-2024-350108
596,106,15,2,50,198.92,9946.0,18,124,96.7,PO-2023-646417
597,660,11,4,50,1006.4,50320.0,14,674,97.1,PO-2024-115069
598,203,3,4,50,468.26,23413.0,17,220,96.9,PO-2023-633528
599,630,8,1,50,475.15,23757.5,10,640,97.9,PO-2024-537726
600,220,8,4,50,425.9,21295.0,15,235,98.6,PO-2023-565808
601,176,10,5,50,1587.85,79392.5,15,191,94.8,PO-2023-765009
602,200,8,5,50,481.01,24050.5,7,207,96.6,PO-2023-262804
603,242,6,7,51,502.04,25604.04,13,255,93.3,PO-2023-546377
604,271,15,5,149,222.44,33143.56,10,281,96.8,PO-2023-542230
605,433,9,5,50,103.53,5176.5,9,442,93.7,PO-2024-275524
606,347,4,6,50,356.1,17805.0,6,353,97.2,PO-2023-189650
607,537,4,3,52,383.86,19960.72,9,546,97.1,PO-2024-154511
608,677,6,7,107,507.31,54282.17,5,682,93.2,PO-2024-703983
609,448,15,3,97,197.33,19141.01,8,456,97.3,PO-2024-181222
610,543,14,7,50,661.72,33086.0,5,548,93.9,PO-2024-558776
611,274,13,1,50,1679.63,83981.5,9,283,95.6,PO-2023-689133
612,598,14,2,50,565.49,28274.5,15,613,96.6,PO-2024-628263
613,662,3,3,63,405.85,25568.55,14,676,98.3,PO-2024-683174
614,442,16,4,50,116.23,5811.5,10,452,99.1,PO-2024-236245
615,463,16,7,50,128.04,6402.0,5,468,95.7,PO-2024-894901
616,281,2,2,50,627.91,31395.5,12,293,97.4,PO-2023-840187
617,729,11,2,50,1099.34,54967.0,16,731,95.0,PO-2024-477208
618,438,16,7,144,106.44,15327.36,11,449,95.3,PO-2024-363200
619,502,16,6,66,126.08,8321.28,11,513,97.5,PO-2024-355520
620,463,10,6,50,1632.77,81638.5,10,473,95.5,PO-2024-189781
621,299,5,7,50,944.87,47243.5,10,309,94.8,PO-2023-605056
622,690,4,6,50,357.05,17852.5,14,704,94.4,PO-2024-738985
623,567,16,3,86,116.84,10048.24,13,580,96.5,PO-2024-814227
624,650,1,7,54,679.2,36676.8,12,662,94.1,PO-2024-667622
625,445,13,5,50,1455.41,72770.5,16,461,97.0,PO-2024-495658
626,12,10,1,50,1480.69,74034.5,12,24,95.5,PO-2023-468477
627,242,15,7,74,218.06,16136.44,5,247,93.5,PO-2023-602675
628,1,3,7,50,441.89,22094.5,14,15,95.1,PO-2023-175103
629,249,16,4,50,122.11,6105.5,10,259,97.7,PO-2023-531001
630,393,4,2,52,361.79,18813.08,7,400,95.7,PO-2024-930778
631,412,12,5,50,320.64,16032.0,7,419,94.7,PO-2024-614690
632,714,10,3,50,1444.68,72234.0,16,730,99.6,PO-2024-675587
633,692,4,1,69,346.08,23879.52,12,704,98.9,PO-2024-115917
634,353,16,5,176,125.25,22044.0,16,369,96.8,PO-2023-584985
635,411,15,1,50,233.93,11696.5,18,429,97.5,PO-2024-754988
636,402,4,7,50,324.38,16219.0,7,409,95.4,PO-2024-133846
637,533,16,2,50,123.83,6191.5,16,549,96.0,PO-2024-476402
638,68,15,1,50,238.1,11905.0,12,80,97.3,PO-2023-482612
639,723,16,3,85,117.24,9965.4,10,731,98.6,PO-2024-682215
640,409,16,1,159,121.2,19270.8,17,426,97.5,PO-2024-884560
641,531,2,7,74,588.94,43581.56,5,536,96.4,PO-2024-453772
642,29,16,3,58,117.28,6802.24,17,46,99.1,PO-2023-978820
643,158,3,3,56,437.82,24517.92,7,165,99.2,PO-2023-882623
644,543,2,4,50,650.33,32516.5,13,556,99.4,PO-2024-943143
645,265,1,6,50,674.09,33704.5,8,273,97.7,PO-2023-561903
646,436,4,4,50,377.62,18881.0,9,445,97.1,PO-2024-827312
647,632,2,3,50,604.33,30216.5,16,648,96.5,PO-2024-188732
648,544,16,3,50,122.98,6149.0,13,557,99.5,PO-2024-573484
649,445,16,3,50,125.1,6255.0,12,457,97.2,PO-2024-923457
650,525,1,1,50,610.72,30536.0,9,534,97.2,PO-2024-490827
651,356,15,2,50,219.34,10967.0,9,365,98.1,PO-2023-425368
652,604,13,5,50,1700.74,85037.0,16,620,95.1,PO-2024-861197
653,341,8,1,50,483.33,24166.5,18,359,98.8,PO-2023-220916
654,90,8,5,50,439.75,21987.5,15,105,93.6,PO-2023-213224
655,350,9,3,50,104.55,5227.5,10,360,99.8,PO-2023-652015
656,548,13,4,50,1428.12,71406.0,18,566,97.5,PO-2024-691140
657,78,8,2,50,467.37,23368.5,9,87,95.4,PO-2023-878477
658,232,13,5,50,1401.33,70066.5,17,249,96.3,PO-2023-408602
659,526,9,2,50,101.71,5085.5,9,535,95.1,PO-2024-306881
660,644,11,3,50,1131.63,56581.5,12,656,99.4,PO-2024-736127
661,84,7,5,50,728.06,36403.0,14,98,94.2,PO-2023-520557
662,540,10,4,50,1668.57,83428.5,15,555,97.8,PO-2024-361663
663,23,13,1,50,1461.73,73086.5,13,36,96.9,PO-2023-652474
664,584,12,2,50,279.29,13964.5,17,601,96.3,PO-2024-925755
665,637,15,1,76,206.31,15679.56,14,651,97.3,PO-2024-498087
666,390,1,4,50,693.61,34680.5,17,407,98.7,PO-2024-311526
667,121,11,6,50,1185.26,59263.0,9,130,97.3,PO-2023-501636
668,596,11,4,50,989.59,49479.5,13,609,97.8,PO-2024-444389
669,32,11,7,50,1191.91,59595.5,7,39,93.0,PO-2023-734169
670,83,6,3,50,525.34,26267.0,9,92,98.2,PO-2023-754919
671,237,3,6,54,413.35,22320.9,13,250,97.5,PO-2023-653985
672,667,6,2,50,516.73,25836.5,13,680,97.1,PO-2024-226963
673,9,2,2,50,594.74,29737.0,11,20,97.9,PO-2023-646209
674,31,9,4,50,114.05,5702.5,16,47,97.5,PO-2023-108552
675,473,7,5,50,672.42,33621.0,10,483,95.8,PO-2024-182543
676,40,1,3,50,678.51,33925.5,12,52,98.4,PO-2023-882117
677,443,5,6,129,931.11,120113.19,5,448,96.5,PO-2024-928326
678,507,6,3,50,484.27,24213.5,14,521,96.4,PO-2024-244396
679,519,12,3,50,296.39,14819.5,9,528,98.0,PO-2024-531976
680,531,2,1,75,588.08,44106.0,14,545,98.8,PO-2024-271032
681,188,6,5,50,550.0,27500.0,14,202,94.8,PO-2023-194756
682,364,16,7,127,119.4,15163.8,9,373,94.4,PO-2023-107645
683,12,16,2,83,108.71,9022.93,15,27,98.6,PO-2023-132495
684,110,3,2,50,433.44,21672.0,16,126,97.2,PO-2023-220743
685,176,1,6,50,660.57,33028.5,10,186,95.9,PO-2023-603640
686,375,2,4,50,636.66,31833.0,12,387,96.0,PO-2024-300686
687,109,16,5,53,119.71,6344.63,16,125,96.0,PO-2023-437965
688,688,6,4,74,502.44,37180.56,16,704,99.6,PO-2024-601369
689,360,11,6,50,1145.13,57256.5,11,371,97.1,PO-2023-196459
690,36,4,7,65,375.65,24417.25,6,42,95.0,PO-2023-290102
691,428,4,4,52,350.81,18242.12,15,443,97.5,PO-2024-523367
692,388,7,2,50,706.71,35335.5,13,401,95.6,PO-2024-660086
693,292,1,1,104,711.68,74014.72,9,301,98.5,PO-2023-529994
694,595,6,2,50,541.01,27050.5,15,610,96.5,PO-2024-128548
695,322,1,5,50,638.52,31926.0,11,333,95.8,PO-2023-574489
696,329,16,1,50,110.08,5504.0,11,340,96.6,PO-2023-941860
697,25,12,2,50,335.83,16791.5,17,42,96.1,PO-2023-208197
698,454,6,2,50,503.83,25191.5,9,463,95.0,PO-2024-667148
699,717,5,6,55,888.97,48893.35,7,724,97.3,PO-2024-745653
700,294,7,2,76,727.81,55313.56,9,303,96.9,PO-2023-124712
701,726,9,7,50,103.86,5193.0,5,731,94.3,PO-2024-504038
702,137,2,3,51,625.75,31913.25,13,150,98.2,PO-2023-749059
703,658,3,4,140,390.17,54623.8,8,666,98.3,PO-2024-329091
704,361,10,2,50,1685.79,84289.5,9,370,98.0,PO-2023-115289
705,360,13,3,50,1433.76,71688.0,12,372,98.6,PO-2023-442941
706,490,11,5,50,1127.64,56382.0,9,499,95.3,PO-2024-642396
707,369,11,4,50,992.64,49632.0,9,378,97.8,PO-2024-953721
708,433,4,6,50,360.43,18021.5,8,441,97.0,PO-2024-337188
709,171,12,2,50,302.24,15112.0,16,187,96.0,PO-2023-262202
710,193,12,1,50,291.59,14579.5,12,205,97.3,PO-2023-496577
711,480,10,1,50,1660.1,83005.0,17,497,99.3,PO-2024-703226
712,602,15,7,50,227.92,11396.0,10,612,93.1,PO-2024-534548
713,415,9,3,56,105.03,5881.68,15,430,97.4,PO-2024-767225
714,578,12,6,50,337.44,16872.0,8,586,96.5,PO-2024-769453
715,172,1,4,50,603.97,30198.5,11,183,98.4,PO-2023-548818
716,576,7,3,50,724.98,36249.0,11,587,97.8,PO-2024-166634
717,1,2,2,50,646.82,32341.0,10,11,97.8,PO-2023-667953
718,107,2,3,50,597.82,29891.0,17,124,96.9,PO-2023-372953
719,473,10,3,50,1418.74,70937.0,16,489,99.8,PO-2024-890284
720,440,10,5,50,1621.19,81059.5,15,455,97.1,PO-2024-220086
721,142,13,3,50,1660.44,83022.0,10,152,97.5,PO-2023-954909
722,29,11,6,50,1012.15,50607.5,11,40,94.3,PO-2023-658837
723,617,12,6,50,325.7,16285.0,5,622,95.8,PO-2024-636014
724,251,14,1,50,580.68,29034.0,15,266,96.6,PO-2023-846172
725,670,6,4,50,543.91,27195.5,10,680,98.9,PO-2024-369814
726,423,9,7,50,115.63,5781.5,14,437,93.3,PO-2024-870951
727,72,8,3,50,475.53,23776.5,15,87,99.6,PO-2023-245286
728,140,8,6,50,481.14,24057.0,10,150,96.9,PO-2023-537956
729,156,2,6,50,562.52,28126.0,11,167,96.3,PO-2023-794023
730,376,2,6,126,559.68,70519.68,14,390,97.6,PO-2024-857091
731,477,11,3,50,1073.63,53681.5,17,494,97.9,PO-2024-444138
732,246,13,2,50,1468.9,73445.0,12,258,96.9,PO-2023-496974
733,339,7,3,50,706.46,35323.0,11,350,97.2,PO-2023-974434
734,499,5,7,60,876.9,52614.0,10,509,93.9,PO-2024-117684
735,163,7,1,50,623.45,31172.5,18,181,98.5,PO-2023-212686
736,513,9,5,50,121.46,6073.0,14,527,95.7,PO-2024-354737
737,386,15,1,50,211.1,10555.0,10,396,97.8,PO-2024-990379
738,446,12,1,50,291.83,14591.5,18,464,98.6,PO-2024-319329
739,200,1,2,60,606.47,36388.2,13,213,95.4,PO-2023-446895
740,341,14,6,50,639.11,31955.5,10,351,97.6,PO-2023-860035
741,66,13,4,50,1679.99,83999.5,11,77,98.3,PO-2023-489511
742,310,16,4,50,122.35,6117.5,14,324,98.1,PO-2023-330309
743,446,16,7,50,110.18,5509.0,8,454,95.3,PO-2024-910423
744,447,12,3,50,276.49,13824.5,17,464,97.5,PO-2024-665703
745,579,1,5,50,687.84,34392.0,15,594,95.3,PO-2024-295881
746,566,5,7,50,1063.14,53157.0,5,571,95.6,PO-2024-693353
747,507,2,3,70,637.47,44622.9,15,522,97.1,PO-2024-567348
748,87,4,5,50,368.63,18431.5,8,95,95.7,PO-2023-689776
749,412,2,4,50,625.52,31276.0,16,428,99.3,PO-2024-813465
750,546,6,5,50,534.36,26718.0,17,563,96.3,PO-2024-118586
751,482,15,7,136,208.84,28402.24,11,493,93.5,PO-2024-434896
752,68,9,6,50,114.88,5744.0,5,73,97.4,PO-2023-264147
753,533,16,4,50,117.55,5877.5,17,550,97.9,PO-2024-474007
754,218,15,5,79,210.46,16626.34,16,234,95.7,PO-2023-133412
755,328,15,6,178,217.57,38727.46,7,335,94.0,PO-2023-519838
756,659,12,7,50,332.37,16618.5,12,671,96.8,PO-2024-318268
757,470,3,5,50,422.34,21117.0,11,481,97.2,PO-2024-363607
758,370,3,4,50,403.71,20185.5,9,379,96.1,PO-2024-412341
759,116,1,6,50,696.33,34816.5,9,125,93.9,PO-2023-600868
760,196,2,2,50,618.34,30917.0,8,204,98.4,PO-2023-784428
761,521,4,5,53,318.52,16881.56,8,529,94.2,PO-2024-894076
762,366,2,2,50,607.52,30376.0,9,375,97.2,PO-2024-780482
763,286,3,1,50,441.93,22096.5,17,303,96.5,PO-2023-231413
764,144,2,4,62,626.46,38840.52,13,157,97.6,PO-2023-540712
765,148,11,3,50,1193.98,59699.0,14,162,98.8,PO-2023-330555
766,539,10,3,50,1504.17,75208.5,12,551,96.7,PO-2024-835058
